,cell_type,sex,race,count,percentage
993,B cell,female,Asian,206,0.021175203220275565
994,lymphocyte,female,Asian,3,0.00030837674592634317
995,natural killer cell,female,Asian,290,0.029809752106213176
996,"CD4-positive, alpha-beta T cell",female,Asian,1429,0.14689012330958146
997,"CD8-positive, alpha-beta T cell",female,Asian,323,0.033201896311402954
998,plasmacytoid dendritic cell,female,Asian,11,0.0011307147350632584
999,classical monocyte,female,Asian,821,0.08439243613517591
1000,non-classical monocyte,female,Asian,135,0.013876953566685444
1001,plasmablast,female,Asian,4,0.00041116899456845754
1002,conventional dendritic cell,female,Asian,34,0.0034949364538318897
1003,progenitor cell,female,Asian,13,0.0013362992323474872
1004,B cell,female,European,436,0.044817420407961876
1005,lymphocyte,female,European,12,0.0012335069837053727
1006,natural killer cell,female,European,341,0.035052156786961004
1007,"CD4-positive, alpha-beta T cell",female,European,2052,0.21092969421361873
1008,"CD8-positive, alpha-beta T cell",female,European,432,0.04440625141339342
1009,plasmacytoid dendritic cell,female,European,10,0.001027922486421144
1010,classical monocyte,female,European,883,0.09076555555098702
1011,non-classical monocyte,female,European,88,0.009045717880506067
1012,plasmablast,female,European,4,0.00041116899456845754
1013,conventional dendritic cell,female,European,44,0.004522858940253034
1014,progenitor cell,female,European,2,0.00020558449728422877
1015,B cell,female,European,1693,0.17402727695109968
1016,lymphocyte,female,European,18,0.0018502604755580591
1017,natural killer cell,female,European,640,0.06578703913095321
1018,"CD4-positive, alpha-beta T cell",female,European,4218,0.4335777047724385
1019,"CD8-positive, alpha-beta T cell",female,European,3567,0.36665995090642206
1020,plasmacytoid dendritic cell,female,European,70,0.007195457404948008
1021,classical monocyte,female,European,1703,0.17505519943752082
1022,non-classical monocyte,female,European,267,0.02744553038744454
1023,plasmablast,female,European,9,0.0009251302377790296
1024,conventional dendritic cell,female,European,301,0.03094046684127643
1025,progenitor cell,female,European,5,0.000513961243210572
1026,B cell,female,Asian,470,0.04831235686179376
1027,lymphocyte,female,Asian,11,0.0011307147350632584
1028,natural killer cell,female,Asian,295,0.030323713349423746
1029,"CD4-positive, alpha-beta T cell",female,Asian,1898,0.19509968792273313
1030,"CD8-positive, alpha-beta T cell",female,Asian,469,0.04820956461315165
1031,plasmacytoid dendritic cell,female,Asian,19,0.0019530527242001734
1032,classical monocyte,female,Asian,1295,0.13311596199153813
1033,non-classical monocyte,female,Asian,135,0.013876953566685444
1034,plasmablast,female,Asian,16,0.0016446759782738302
1035,conventional dendritic cell,female,Asian,106,0.010895978356064125
1036,progenitor cell,female,Asian,7,0.0007195457404948008
1037,B cell,female,Asian,428,0.04399508241882496
1038,lymphocyte,female,Asian,28,0.0028781829619792033
1039,natural killer cell,female,Asian,104,0.010690393858779897
1040,"CD4-positive, alpha-beta T cell",female,Asian,1421,0.14606778532044457
1041,"CD8-positive, alpha-beta T cell",female,Asian,730,0.07503834150874351
1042,plasmacytoid dendritic cell,female,Asian,2,0.00020558449728422877
1043,classical monocyte,female,Asian,439,0.045125797153888224
1044,non-classical monocyte,female,Asian,31,0.003186559707905546
1045,plasmablast,female,Asian,3,0.00030837674592634317
1046,conventional dendritic cell,female,Asian,17,0.0017474682269159449
1047,progenitor cell,female,Asian,1,0.00010279224864211439
1048,B cell,female,European,1379,0.14175051087747575
1049,lymphocyte,female,European,25,0.00256980621605286
1050,natural killer cell,female,European,1116,0.11471614948459967
1051,"CD4-positive, alpha-beta T cell",female,European,3667,0.37693917577063346
1052,"CD8-positive, alpha-beta T cell",female,European,1964,0.20188397633311267
1053,plasmacytoid dendritic cell,female,European,65,0.006681496161737435
1054,classical monocyte,female,European,1382,0.14205888762340207
1055,non-classical monocyte,female,European,182,0.01870818925286482
1056,plasmablast,female,European,12,0.0012335069837053727
1057,conventional dendritic cell,female,European,117,0.012026693091127383
1058,progenitor cell,female,European,1,0.00010279224864211439
1059,B cell,female,European,276,0.028370660625223573
1060,lymphocyte,female,European,7,0.0007195457404948008
1061,natural killer cell,female,European,343,0.035257741284245234
1062,"CD4-positive, alpha-beta T cell",female,European,1787,0.1836897483234584
1063,"CD8-positive, alpha-beta T cell",female,European,974,0.10011965017741942
1064,plasmacytoid dendritic cell,female,European,46,0.004728443437537262
1065,classical monocyte,female,European,756,0.07771093997343848
1066,non-classical monocyte,female,European,276,0.028370660625223573
1067,plasmablast,female,European,3,0.00030837674592634317
1068,conventional dendritic cell,female,European,77,0.007915003145442807
1069,progenitor cell,female,European,12,0.0012335069837053727
1070,B cell,female,Asian,276,0.028370660625223573
1071,lymphocyte,female,Asian,11,0.0011307147350632584
1072,natural killer cell,female,Asian,157,0.016138383036811962
1073,"CD4-positive, alpha-beta T cell",female,Asian,809,0.08315892915147055
1074,"CD8-positive, alpha-beta T cell",female,Asian,700,0.07195457404948007
1075,plasmacytoid dendritic cell,female,Asian,8,0.0008223379891369151
1076,classical monocyte,female,Asian,408,0.04193923744598267
1077,non-classical monocyte,female,Asian,73,0.00750383415087435
1078,plasmablast,female,Asian,1,0.00010279224864211439
1079,conventional dendritic cell,female,Asian,32,0.0032893519565476603
1080,progenitor cell,female,Asian,3,0.00030837674592634317
1081,B cell,female,European,178,0.018297020258296364
1082,lymphocyte,female,European,4,0.00041116899456845754
1083,natural killer cell,female,European,301,0.03094046684127643
1084,"CD4-positive, alpha-beta T cell",female,European,774,0.07956120044899653
1085,"CD8-positive, alpha-beta T cell",female,European,312,0.032071181576339695
1086,plasmacytoid dendritic cell,female,European,5,0.000513961243210572
1087,classical monocyte,female,European,327,0.033613065305971405
1088,non-classical monocyte,female,European,69,0.007092665156305893
1089,conventional dendritic cell,female,European,19,0.0019530527242001734
1090,progenitor cell,female,European,1,0.00010279224864211439
1091,B cell,female,European,325,0.033407480808687176
1092,lymphocyte,female,European,23,0.002364221718768631
1093,natural killer cell,female,European,257,0.026417607901023397
1094,"CD4-positive, alpha-beta T cell",female,European,1252,0.12869589529992723
1095,"CD8-positive, alpha-beta T cell",female,European,898,0.09230743928061873
1096,plasmacytoid dendritic cell,female,European,35,0.003597728702474004
1097,classical monocyte,female,European,888,0.09127951679419759
1098,non-classical monocyte,female,European,111,0.011409939599274698
1099,plasmablast,female,European,3,0.00030837674592634317
1100,conventional dendritic cell,female,European,56,0.005756365923958407
1101,progenitor cell,female,European,2,0.00020558449728422877
1102,B cell,female,European,932,0.0958023757344506
1103,lymphocyte,female,European,21,0.002158637221484402
1104,natural killer cell,female,European,485,0.049854240591425486
1105,"CD4-positive, alpha-beta T cell",female,European,1345,0.13825557442364386
1106,"CD8-positive, alpha-beta T cell",female,European,616,0.06332002516354246
1107,plasmacytoid dendritic cell,female,European,16,0.0016446759782738302
1108,classical monocyte,female,European,366,0.03762196300301387
1109,non-classical monocyte,female,European,118,0.012129485339769498
1110,conventional dendritic cell,female,European,38,0.003906105448400347
1111,progenitor cell,female,European,1,0.00010279224864211439
1112,B cell,female,Asian,684,0.07030989807120624
1113,lymphocyte,female,Asian,9,0.0009251302377790296
1114,natural killer cell,female,Asian,355,0.03649124826795061
1115,"CD4-positive, alpha-beta T cell",female,Asian,2150,0.22100333458054594
1116,"CD8-positive, alpha-beta T cell",female,Asian,795,0.08171983767048095
1117,plasmacytoid dendritic cell,female,Asian,6,0.0006167534918526863
1118,classical monocyte,female,Asian,816,0.08387847489196534
1119,non-classical monocyte,female,Asian,108,0.011101562853348354
1120,plasmablast,female,Asian,6,0.0006167534918526863
1121,conventional dendritic cell,female,Asian,48,0.004934027934821491
1122,progenitor cell,female,Asian,2,0.00020558449728422877
1123,B cell,female,Asian,31,0.003186559707905546
1124,natural killer cell,female,Asian,26,0.0026725984646949743
1125,"CD4-positive, alpha-beta T cell",female,Asian,278,0.028576245122507803
1126,"CD8-positive, alpha-beta T cell",female,Asian,88,0.009045717880506067
1127,classical monocyte,female,Asian,31,0.003186559707905546
1128,non-classical monocyte,female,Asian,1,0.00010279224864211439
1129,conventional dendritic cell,female,Asian,1,0.00010279224864211439
1130,B cell,female,Asian,293,0.030118128852139516
1131,lymphocyte,female,Asian,10,0.001027922486421144
1132,natural killer cell,female,Asian,287,0.02950137536028683
1133,"CD4-positive, alpha-beta T cell",female,Asian,1228,0.12622888133251647
1134,"CD8-positive, alpha-beta T cell",female,Asian,423,0.04348112117561439
1135,plasmacytoid dendritic cell,female,Asian,5,0.000513961243210572
1136,classical monocyte,female,Asian,292,0.0300153366034974
1137,non-classical monocyte,female,Asian,92,0.009456886875074524
1138,plasmablast,female,Asian,4,0.00041116899456845754
1139,conventional dendritic cell,female,Asian,12,0.0012335069837053727
1140,progenitor cell,female,Asian,3,0.00030837674592634317
1141,B cell,female,European,987,0.1014559494097669
1142,lymphocyte,female,European,32,0.0032893519565476603
1143,natural killer cell,female,European,447,0.045948135143025134
1144,"CD4-positive, alpha-beta T cell",female,European,3959,0.4069545123741309
1145,"CD8-positive, alpha-beta T cell",female,European,1639,0.16847649552442548
1146,plasmacytoid dendritic cell,female,European,64,0.006578703913095321
1147,classical monocyte,female,European,1118,0.1149217339818839
1148,non-classical monocyte,female,European,452,0.046462096386235704
1149,plasmablast,female,European,4,0.00041116899456845754
1150,conventional dendritic cell,female,European,188,0.019324942744717508
1151,progenitor cell,female,European,2,0.00020558449728422877
1152,B cell,female,European,1163,0.11954738517077905
1153,lymphocyte,female,European,41,0.0042144821943266905
1154,natural killer cell,female,European,1462,0.15028226751477125
1155,"CD4-positive, alpha-beta T cell",female,European,4104,0.42185938842723747
1156,"CD8-positive, alpha-beta T cell",female,European,1901,0.19540806466865948
1157,plasmacytoid dendritic cell,female,European,58,0.005961950421242635
1158,classical monocyte,female,European,1170,0.12026693091127384
1159,non-classical monocyte,female,European,259,0.026623192398307627
1160,plasmablast,female,European,4,0.00041116899456845754
1161,conventional dendritic cell,female,European,122,0.012540654334337957
1162,progenitor cell,female,European,8,0.0008223379891369151
1163,B cell,female,European,1040,0.10690393858779897
1164,lymphocyte,female,European,36,0.0037005209511161183
1165,natural killer cell,female,European,681,0.0700015213252799
1166,"CD4-positive, alpha-beta T cell",female,European,3106,0.3192727242824073
1167,"CD8-positive, alpha-beta T cell",female,European,1212,0.12458420535424264
1168,plasmacytoid dendritic cell,female,European,62,0.006373119415811092
1169,classical monocyte,female,European,1446,0.14863759153649742
1170,non-classical monocyte,female,European,111,0.011409939599274698
1171,plasmablast,female,European,14,0.0014390914809896016
1172,conventional dendritic cell,female,European,113,0.011615524096558926
1173,progenitor cell,female,European,1,0.00010279224864211439
1174,B cell,female,European,229,0.023539424939044196
1175,lymphocyte,female,European,13,0.0013362992323474872
1176,natural killer cell,female,European,190,0.019530527242001734
1177,"CD4-positive, alpha-beta T cell",female,European,1314,0.13506901471573832
1178,"CD8-positive, alpha-beta T cell",female,European,531,0.05458268402896274
1179,plasmacytoid dendritic cell,female,European,5,0.000513961243210572
1180,classical monocyte,female,European,587,0.06033904995292115
1181,non-classical monocyte,female,European,45,0.004625651188895148
1182,conventional dendritic cell,female,European,40,0.004111689945684576
1183,progenitor cell,female,European,8,0.0008223379891369151
1184,B cell,female,European,512,0.052629631304762566
1185,lymphocyte,female,European,57,0.00585915817260052
1186,natural killer cell,female,European,271,0.027856699382013003
1187,"CD4-positive, alpha-beta T cell",female,European,3466,0.3562779337935685
1188,"CD8-positive, alpha-beta T cell",female,European,1236,0.1270512193216534
1189,plasmacytoid dendritic cell,female,European,54,0.005550781426674177
1190,classical monocyte,female,European,1861,0.1912963747229749
1191,non-classical monocyte,female,European,227,0.023333840441759967
1192,plasmablast,female,European,2,0.00020558449728422877
1193,conventional dendritic cell,female,European,155,0.015932798539527733
1194,progenitor cell,female,European,3,0.00030837674592634317
1195,B cell,female,Asian,574,0.05900275072057366
1196,lymphocyte,female,Asian,13,0.0013362992323474872
1197,natural killer cell,female,Asian,373,0.03834150874350867
1198,"CD4-positive, alpha-beta T cell",female,Asian,1190,0.12232277588411612
1199,"CD8-positive, alpha-beta T cell",female,Asian,467,0.04800398011586742
1200,plasmacytoid dendritic cell,female,Asian,35,0.003597728702474004
1201,classical monocyte,female,Asian,1103,0.11337985025225217
1202,non-classical monocyte,female,Asian,231,0.023745009436328426
1203,plasmablast,female,Asian,5,0.000513961243210572
1204,conventional dendritic cell,female,Asian,106,0.010895978356064125
1205,progenitor cell,female,Asian,5,0.000513961243210572
1206,B cell,female,European,834,0.0857287353675234
1207,lymphocyte,female,European,29,0.0029809752106213176
1208,natural killer cell,female,European,222,0.022819879198549397
1209,"CD4-positive, alpha-beta T cell",female,European,1016,0.10443692462038823
1210,"CD8-positive, alpha-beta T cell",female,European,1320,0.135685768207591
1211,plasmacytoid dendritic cell,female,European,26,0.0026725984646949743
1212,classical monocyte,female,European,878,0.09025159430777645
1213,non-classical monocyte,female,European,120,0.012335069837053727
1214,conventional dendritic cell,female,European,48,0.004934027934821491
1215,progenitor cell,female,European,4,0.00041116899456845754
1216,B cell,female,European,907,0.09323256951839776
1217,lymphocyte,female,European,5,0.000513961243210572
1218,natural killer cell,female,European,238,0.02446455517682323
1219,"CD4-positive, alpha-beta T cell",female,European,1313,0.1349662224670962
1220,"CD8-positive, alpha-beta T cell",female,European,736,0.0756550950005962
1221,plasmacytoid dendritic cell,female,European,15,0.001541883729631716
1222,classical monocyte,female,European,463,0.04759281112129896
1223,non-classical monocyte,female,European,107,0.01099877060470624
1224,conventional dendritic cell,female,European,54,0.005550781426674177
1225,progenitor cell,female,European,1,0.00010279224864211439
1226,B cell,female,European,1801,0.18512883980444803
1227,lymphocyte,female,European,12,0.0012335069837053727
1228,natural killer cell,female,European,547,0.056227360007236576
1229,"CD4-positive, alpha-beta T cell",female,European,1585,0.1629257140977513
1230,"CD8-positive, alpha-beta T cell",female,European,216,0.02220312570669671
1231,plasmacytoid dendritic cell,female,European,26,0.0026725984646949743
1232,classical monocyte,female,European,742,0.07627184849244888
1233,non-classical monocyte,female,European,207,0.02127799546891768
1234,plasmablast,female,European,3,0.00030837674592634317
1235,conventional dendritic cell,female,European,62,0.006373119415811092
1236,progenitor cell,female,European,4,0.00041116899456845754
1237,B cell,female,European,524,0.05386313828846794
1238,lymphocyte,female,European,13,0.0013362992323474872
1239,natural killer cell,female,European,200,0.02055844972842288
1240,"CD4-positive, alpha-beta T cell",female,European,1289,0.13249920849968544
1241,"CD8-positive, alpha-beta T cell",female,European,629,0.06465632439588996
1242,plasmacytoid dendritic cell,female,European,22,0.002261429470126517
1243,classical monocyte,female,European,521,0.053554761542541594
1244,non-classical monocyte,female,European,139,0.014288122561253901
1245,conventional dendritic cell,female,European,46,0.004728443437537262
1246,progenitor cell,female,European,1,0.00010279224864211439
1247,B cell,female,European,547,0.056227360007236576
1248,lymphocyte,female,European,24,0.0024670139674107454
1249,natural killer cell,female,European,232,0.02384780168497054
1250,"CD4-positive, alpha-beta T cell",female,European,1162,0.11944459292213692
1251,"CD8-positive, alpha-beta T cell",female,European,772,0.07935561595171231
1252,plasmacytoid dendritic cell,female,European,13,0.0013362992323474872
1253,classical monocyte,female,European,905,0.09302698502111353
1254,non-classical monocyte,female,European,139,0.014288122561253901
1255,plasmablast,female,European,1,0.00010279224864211439
1256,conventional dendritic cell,female,European,90,0.009251302377790297
1257,progenitor cell,female,European,2,0.00020558449728422877
1258,B cell,female,European,925,0.09508282999395581
1259,lymphocyte,female,European,16,0.0016446759782738302
1260,natural killer cell,female,European,265,0.02723994589016031
1261,"CD4-positive, alpha-beta T cell",female,European,1434,0.14740408455279205
1262,"CD8-positive, alpha-beta T cell",female,European,908,0.09333536176703987
1263,plasmacytoid dendritic cell,female,European,50,0.00513961243210572
1264,classical monocyte,female,European,1137,0.11687478670608406
1265,non-classical monocyte,female,European,262,0.02693156914423397
1266,conventional dendritic cell,female,European,131,0.013465784572116985
1267,progenitor cell,female,European,3,0.00030837674592634317
1268,B cell,female,European,704,0.07236574304404854
1269,lymphocyte,female,European,15,0.001541883729631716
1270,natural killer cell,female,European,363,0.03731358625708753
1271,"CD4-positive, alpha-beta T cell",female,European,881,0.09055997105370278
1272,"CD8-positive, alpha-beta T cell",female,European,433,0.044509043662035536
1273,plasmacytoid dendritic cell,female,European,52,0.005345196929389949
1274,classical monocyte,female,European,670,0.06887080659021665
1275,non-classical monocyte,female,European,103,0.010587601610137783
1276,conventional dendritic cell,female,European,50,0.00513961243210572
1277,progenitor cell,female,European,2,0.00020558449728422877
1278,B cell,female,Asian,809,0.08315892915147055
1279,lymphocyte,female,Asian,35,0.003597728702474004
1280,natural killer cell,female,Asian,375,0.0385470932407929
1281,"CD4-positive, alpha-beta T cell",female,Asian,2419,0.24865444946527474
1282,"CD8-positive, alpha-beta T cell",female,Asian,1059,0.10885699131199915
1283,plasmacytoid dendritic cell,female,Asian,12,0.0012335069837053727
1284,classical monocyte,female,Asian,992,0.10196991065297747
1285,non-classical monocyte,female,Asian,276,0.028370660625223573
1286,plasmablast,female,Asian,11,0.0011307147350632584
1287,conventional dendritic cell,female,Asian,103,0.010587601610137783
1288,progenitor cell,female,Asian,2,0.00020558449728422877
1289,B cell,female,European,409,0.04204202969462479
1290,lymphocyte,female,European,18,0.0018502604755580591
1291,natural killer cell,female,European,228,0.02343663269040208
1292,"CD4-positive, alpha-beta T cell",female,European,1985,0.20404261355459707
1293,"CD8-positive, alpha-beta T cell",female,European,472,0.04851794135907799
1294,plasmacytoid dendritic cell,female,European,11,0.0011307147350632584
1295,classical monocyte,female,European,457,0.04697605762944628
1296,non-classical monocyte,female,European,114,0.01171831634520104
1297,plasmablast,female,European,2,0.00020558449728422877
1298,conventional dendritic cell,female,European,28,0.0028781829619792033
1299,progenitor cell,female,European,1,0.00010279224864211439
1300,B cell,female,European,250,0.025698062160528598
1301,lymphocyte,female,European,28,0.0028781829619792033
1302,natural killer cell,female,European,207,0.02127799546891768
1303,"CD4-positive, alpha-beta T cell",female,European,2086,0.21442463066745063
1304,"CD8-positive, alpha-beta T cell",female,European,1396,0.1434979791043917
1305,plasmacytoid dendritic cell,female,European,1,0.00010279224864211439
1306,classical monocyte,female,European,1223,0.1257149200893059
1307,non-classical monocyte,female,European,307,0.03155722033312912
1308,plasmablast,female,European,9,0.0009251302377790296
1309,conventional dendritic cell,female,European,88,0.009045717880506067
1310,progenitor cell,female,European,3,0.00030837674592634317
1311,B cell,female,Asian,100,0.01027922486421144
1312,lymphocyte,female,Asian,7,0.0007195457404948008
1313,natural killer cell,female,Asian,185,0.019016565998791164
1314,"CD4-positive, alpha-beta T cell",female,Asian,782,0.08038353843813345
1315,"CD8-positive, alpha-beta T cell",female,Asian,463,0.04759281112129896
1316,plasmacytoid dendritic cell,female,Asian,6,0.0006167534918526863
1317,classical monocyte,female,Asian,310,0.031865597079055466
1318,non-classical monocyte,female,Asian,34,0.0034949364538318897
1319,conventional dendritic cell,female,Asian,45,0.004625651188895148
1320,progenitor cell,female,Asian,1,0.00010279224864211439
1321,B cell,female,European,996,0.10238107964754593
1322,lymphocyte,female,European,34,0.0034949364538318897
1323,natural killer cell,female,European,375,0.0385470932407929
1324,"CD4-positive, alpha-beta T cell",female,European,2835,0.2914160249003943
1325,"CD8-positive, alpha-beta T cell",female,European,1037,0.10659556184187263
1326,plasmacytoid dendritic cell,female,European,61,0.006270327167168978
1327,classical monocyte,female,European,1551,0.15943077764391944
1328,non-classical monocyte,female,European,73,0.00750383415087435
1329,plasmablast,female,European,44,0.004522858940253034
1330,conventional dendritic cell,female,European,75,0.007709418648158579
1331,progenitor cell,female,European,4,0.00041116899456845754
1332,B cell,female,European,691,0.07102944381170104
1333,lymphocyte,female,European,37,0.0038033131997582325
1334,natural killer cell,female,European,1474,0.1515157744984766
1335,"CD4-positive, alpha-beta T cell",female,European,5303,0.5451072945491326
1336,"CD8-positive, alpha-beta T cell",female,European,1455,0.14956272177427643
1337,plasmacytoid dendritic cell,female,European,27,0.0027753907133370886
1338,classical monocyte,female,European,742,0.07627184849244888
1339,non-classical monocyte,female,European,148,0.01521325279903293
1340,plasmablast,female,European,15,0.001541883729631716
1341,conventional dendritic cell,female,European,59,0.006064742669884749
1342,progenitor cell,female,European,4,0.00041116899456845754
1343,B cell,female,European,354,0.0363884560193085
1344,lymphocyte,female,European,12,0.0012335069837053727
1345,natural killer cell,female,European,236,0.024258970679538996
1346,"CD4-positive, alpha-beta T cell",female,European,1888,0.19407176543631197
1347,"CD8-positive, alpha-beta T cell",female,European,696,0.07154340505491161
1348,plasmacytoid dendritic cell,female,European,19,0.0019530527242001734
1349,classical monocyte,female,European,763,0.07843048571393328
1350,non-classical monocyte,female,European,121,0.012437862085695842
1351,plasmablast,female,European,1,0.00010279224864211439
1352,conventional dendritic cell,female,European,48,0.004934027934821491
1353,progenitor cell,female,European,4,0.00041116899456845754
1354,B cell,female,European,646,0.06640379262280591
1355,lymphocyte,female,European,14,0.0014390914809896016
1356,natural killer cell,female,European,162,0.016652344280022532
1357,"CD4-positive, alpha-beta T cell",female,European,722,0.0742160035196066
1358,"CD8-positive, alpha-beta T cell",female,European,537,0.055199437520815436
1359,plasmacytoid dendritic cell,female,European,56,0.005756365923958407
1360,classical monocyte,female,European,1081,0.11111842078212567
1361,non-classical monocyte,female,European,130,0.01336299232347487
1362,conventional dendritic cell,female,European,99,0.010176432615569326
1363,progenitor cell,female,European,2,0.00020558449728422877
1364,B cell,female,European,1032,0.10608160059866205
1365,lymphocyte,female,European,115,0.011821108593843156
1366,natural killer cell,female,European,1669,0.17156026298368893
1367,"CD4-positive, alpha-beta T cell",female,European,5155,0.5298940417500997
1368,"CD8-positive, alpha-beta T cell",female,European,2700,0.27753907133370886
1369,plasmacytoid dendritic cell,female,European,89,0.009148510129148182
1370,classical monocyte,female,European,2299,0.23631937962822097
1371,non-classical monocyte,female,European,237,0.024361762928181114
1372,plasmablast,female,European,22,0.002261429470126517
1373,conventional dendritic cell,female,European,215,0.022100333458054594
1374,progenitor cell,female,European,10,0.001027922486421144
1375,B cell,female,European,366,0.03762196300301387
1376,lymphocyte,female,European,11,0.0011307147350632584
1377,natural killer cell,female,European,214,0.02199754120941248
1378,"CD4-positive, alpha-beta T cell",female,European,1936,0.19900579337113347
1379,"CD8-positive, alpha-beta T cell",female,European,1131,0.11625803321423138
1380,plasmacytoid dendritic cell,female,European,44,0.004522858940253034
1381,classical monocyte,female,European,862,0.0886069183295026
1382,non-classical monocyte,female,European,220,0.022614294701265168
1383,plasmablast,female,European,2,0.00020558449728422877
1384,conventional dendritic cell,female,European,91,0.00935409462643241
1385,progenitor cell,female,European,1,0.00010279224864211439
1386,B cell,female,European,316,0.03248235057090815
1387,lymphocyte,female,European,41,0.0042144821943266905
1388,natural killer cell,female,European,327,0.033613065305971405
1389,"CD4-positive, alpha-beta T cell",female,European,1604,0.1648787668219515
1390,"CD8-positive, alpha-beta T cell",female,European,1096,0.11266030451175739
1391,plasmacytoid dendritic cell,female,European,27,0.0027753907133370886
1392,classical monocyte,female,European,582,0.05982508870971058
1393,non-classical monocyte,female,European,96,0.009868055869642981
1394,plasmablast,female,European,3,0.00030837674592634317
1395,conventional dendritic cell,female,European,60,0.006167534918526864
1396,B cell,female,European,535,0.05499385302353119
1397,lymphocyte,female,European,6,0.0006167534918526863
1398,natural killer cell,female,European,203,0.02086682647434922
1399,"CD4-positive, alpha-beta T cell",female,European,976,0.10032523467470365
1400,"CD8-positive, alpha-beta T cell",female,European,942,0.09683029822087176
1401,plasmacytoid dendritic cell,female,European,20,0.002055844972842288
1402,classical monocyte,female,European,509,0.052321254558836225
1403,non-classical monocyte,female,European,67,0.006887080659021665
1404,plasmablast,female,European,1,0.00010279224864211439
1405,conventional dendritic cell,female,European,67,0.006887080659021665
1406,progenitor cell,female,European,1,0.00010279224864211439
1407,B cell,female,European,425,0.04368670567289862
1408,lymphocyte,female,European,12,0.0012335069837053727
1409,natural killer cell,female,European,168,0.017269097771875217
1410,"CD4-positive, alpha-beta T cell",female,European,1713,0.17608312192394196
1411,"CD8-positive, alpha-beta T cell",female,European,726,0.07462717251417506
1412,plasmacytoid dendritic cell,female,European,29,0.0029809752106213176
1413,classical monocyte,female,European,530,0.05447989178032062
1414,non-classical monocyte,female,European,177,0.01819422800965425
1415,plasmablast,female,European,2,0.00020558449728422877
1416,conventional dendritic cell,female,European,30,0.003083767459263432
1417,progenitor cell,female,European,1,0.00010279224864211439
1418,B cell,female,European,628,0.06455353214724785
1419,lymphocyte,female,European,17,0.0017474682269159449
1420,natural killer cell,female,European,799,0.08213100666504941
1421,"CD4-positive, alpha-beta T cell",female,European,1364,0.14020862714784402
1422,"CD8-positive, alpha-beta T cell",female,European,926,0.09518562224259793
1423,plasmacytoid dendritic cell,female,European,17,0.0017474682269159449
1424,classical monocyte,female,European,1092,0.11224913551718893
1425,non-classical monocyte,female,European,312,0.032071181576339695
1426,plasmablast,female,European,5,0.000513961243210572
1427,conventional dendritic cell,female,European,84,0.008634548885937609
1428,progenitor cell,female,European,4,0.00041116899456845754
1429,B cell,female,Asian,310,0.031865597079055466
1430,lymphocyte,female,Asian,6,0.0006167534918526863
1431,natural killer cell,female,Asian,71,0.007298249653590122
1432,"CD4-positive, alpha-beta T cell",female,Asian,1017,0.10453971686903035
1433,"CD8-positive, alpha-beta T cell",female,Asian,474,0.04872352585636223
1434,plasmacytoid dendritic cell,female,Asian,4,0.00041116899456845754
1435,classical monocyte,female,Asian,183,0.018810981501506934
1436,non-classical monocyte,female,Asian,23,0.002364221718768631
1437,plasmablast,female,Asian,1,0.00010279224864211439
1438,conventional dendritic cell,female,Asian,14,0.0014390914809896016
1439,B cell,female,European,407,0.04183644519734056
1440,lymphocyte,female,European,5,0.000513961243210572
1441,natural killer cell,female,European,282,0.02898741411707626
1442,"CD4-positive, alpha-beta T cell",female,European,1097,0.11276309676039949
1443,"CD8-positive, alpha-beta T cell",female,European,768,0.07894444695714385
1444,plasmacytoid dendritic cell,female,European,10,0.001027922486421144
1445,classical monocyte,female,European,737,0.0757578872492383
1446,non-classical monocyte,female,European,81,0.008326172140011266
1447,plasmablast,female,European,2,0.00020558449728422877
1448,conventional dendritic cell,female,European,53,0.0054479891780320625
1449,B cell,female,European,93,0.009559679123716639
1450,lymphocyte,female,European,4,0.00041116899456845754
1451,natural killer cell,female,European,69,0.007092665156305893
1452,"CD4-positive, alpha-beta T cell",female,European,781,0.08028074618949134
1453,"CD8-positive, alpha-beta T cell",female,European,485,0.049854240591425486
1454,plasmacytoid dendritic cell,female,European,3,0.00030837674592634317
1455,classical monocyte,female,European,395,0.04060293821363519
1456,non-classical monocyte,female,European,30,0.003083767459263432
1457,plasmablast,female,European,2,0.00020558449728422877
1458,conventional dendritic cell,female,European,35,0.003597728702474004
1459,progenitor cell,female,European,2,0.00020558449728422877
1460,B cell,female,European,852,0.08757899584308146
1461,lymphocyte,female,European,56,0.005756365923958407
1462,natural killer cell,female,European,482,0.04954586384549914
1463,"CD4-positive, alpha-beta T cell",female,European,2575,0.26469004025344456
1464,"CD8-positive, alpha-beta T cell",female,European,1044,0.10731510758236742
1465,plasmacytoid dendritic cell,female,European,31,0.003186559707905546
1466,classical monocyte,female,European,730,0.07503834150874351
1467,non-classical monocyte,female,European,81,0.008326172140011266
1468,plasmablast,female,European,18,0.0018502604755580591
1469,conventional dendritic cell,female,European,98,0.01007364036692721
1470,progenitor cell,female,European,6,0.0006167534918526863
1471,B cell,female,European,335,0.03443540329510832
1472,lymphocyte,female,European,9,0.0009251302377790296
1473,natural killer cell,female,European,150,0.015418837296317158
1474,"CD4-positive, alpha-beta T cell",female,European,883,0.09076555555098702
1475,"CD8-positive, alpha-beta T cell",female,European,744,0.07647743298973311
1476,plasmacytoid dendritic cell,female,European,47,0.004831235686179377
1477,classical monocyte,female,European,1288,0.13239641625104334
1478,non-classical monocyte,female,European,104,0.010690393858779897
