,cell_type,sex,race,count,percentage
119,"effector memory CD8-positive, alpha-beta T cell",female,European,440,0.00035228746657272334
120,"CD4-positive, alpha-beta cytotoxic T cell",female,European,46,3.6830053323511986e-05
121,"CD16-negative, CD56-bright natural killer cell, human",female,European,45,3.602939999039216e-05
122,mucosal invariant T cell,female,European,67,5.364377331902833e-05
123,plasmablast,female,European,19,1.521241332927669e-05
124,conventional dendritic cell,female,European,13,1.0408493330557734e-05
125,CD14-positive monocyte,female,European,134,0.00010728754663805666
126,innate lymphoid cell,female,European,2,1.6013066662396515e-06
127,"CD14-low, CD16-positive monocyte",female,European,50,4.003266665599129e-05
128,double negative thymocyte,female,European,9,7.205879998078432e-06
129,hematopoietic precursor cell,female,European,7,5.604573331838781e-06
130,platelet,female,European,1,8.006533331198258e-07
131,dendritic cell,female,European,1,8.006533331198258e-07
132,natural killer cell,female,European,621,0.0004972057198674118
133,"CD4-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
134,plasmacytoid dendritic cell,female,European,7,5.604573331838781e-06
135,memory B cell,female,European,181,0.00014491825329468846
136,naive B cell,female,European,217,0.00017374177328700218
137,gamma-delta T cell,female,European,73,5.844769331774728e-05
138,regulatory T cell,female,European,94,7.526141331326363e-05
139,transitional stage B cell,female,European,124,9.92810133068584e-05
140,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1531,0.0012258002530064532
141,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1099,0.0008799180130986885
142,"central memory CD4-positive, alpha-beta T cell",female,European,1002,0.0008022546397860655
143,"effector memory CD4-positive, alpha-beta T cell",female,European,108,8.647055997694119e-05
144,"central memory CD8-positive, alpha-beta T cell",female,European,80,6.405226664958607e-05
145,"effector memory CD8-positive, alpha-beta T cell",female,European,372,0.0002978430399205752
146,"CD4-positive, alpha-beta cytotoxic T cell",female,European,45,3.602939999039216e-05
147,"CD16-negative, CD56-bright natural killer cell, human",female,European,69,5.524507998526798e-05
148,mucosal invariant T cell,female,European,60,4.803919998718955e-05
149,plasmablast,female,European,19,1.521241332927669e-05
150,conventional dendritic cell,female,European,7,5.604573331838781e-06
151,CD14-positive monocyte,female,European,53,4.2434626655350767e-05
152,innate lymphoid cell,female,European,4,3.202613332479303e-06
153,"CD14-low, CD16-positive monocyte",female,European,13,1.0408493330557734e-05
154,double negative thymocyte,female,European,29,2.321894666047495e-05
155,hematopoietic precursor cell,female,European,6,4.8039199987189546e-06
156,platelet,female,European,1,8.006533331198258e-07
157,natural killer cell,female,European,79,6.325161331646624e-05
158,plasmacytoid dendritic cell,female,European,1,8.006533331198258e-07
159,memory B cell,female,European,11,8.807186664318084e-06
160,naive B cell,female,European,81,6.485291998270588e-05
161,gamma-delta T cell,female,European,19,1.521241332927669e-05
162,regulatory T cell,female,European,21,1.6813719995516342e-05
163,transitional stage B cell,female,European,12,9.607839997437909e-06
164,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,426,0.0003410783199090458
165,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,170,0.0001361110666303704
166,"central memory CD4-positive, alpha-beta T cell",female,European,167,0.0001337091066310109
167,"effector memory CD4-positive, alpha-beta T cell",female,European,21,1.6813719995516342e-05
168,"central memory CD8-positive, alpha-beta T cell",female,European,16,1.2810453329917212e-05
169,"effector memory CD8-positive, alpha-beta T cell",female,European,50,4.003266665599129e-05
170,"CD4-positive, alpha-beta cytotoxic T cell",female,European,3,2.4019599993594773e-06
171,"CD16-negative, CD56-bright natural killer cell, human",female,European,5,4.003266665599129e-06
172,mucosal invariant T cell,female,European,11,8.807186664318084e-06
173,conventional dendritic cell,female,European,1,8.006533331198258e-07
174,CD14-positive monocyte,female,European,8,6.405226664958606e-06
175,"CD14-low, CD16-positive monocyte",female,European,1,8.006533331198258e-07
176,double negative thymocyte,female,European,1,8.006533331198258e-07
177,platelet,female,European,3,2.4019599993594773e-06
178,natural killer cell,female,European,182,0.00014571890662780829
179,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
180,plasmacytoid dendritic cell,female,European,3,2.4019599993594773e-06
181,memory B cell,female,European,84,6.725487998206537e-05
182,naive B cell,female,European,398,0.00031866002658169064
183,gamma-delta T cell,female,European,99,7.926467997886275e-05
184,regulatory T cell,female,European,52,4.163397332223094e-05
185,transitional stage B cell,female,European,102,8.166663997822223e-05
186,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,852,0.0006821566398180916
187,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,362,0.0002898365065893769
188,"central memory CD4-positive, alpha-beta T cell",female,European,657,0.0005260292398597255
189,"effector memory CD4-positive, alpha-beta T cell",female,European,65,5.204246665278868e-05
190,"central memory CD8-positive, alpha-beta T cell",female,European,49,3.9232013322871465e-05
191,"effector memory CD8-positive, alpha-beta T cell",female,European,111,8.887251997630066e-05
192,"CD4-positive, alpha-beta cytotoxic T cell",female,European,6,4.8039199987189546e-06
193,"CD16-negative, CD56-bright natural killer cell, human",female,European,19,1.521241332927669e-05
194,mucosal invariant T cell,female,European,52,4.163397332223094e-05
195,plasmablast,female,European,20,1.6013066662396517e-05
196,conventional dendritic cell,female,European,3,2.4019599993594773e-06
197,CD14-positive monocyte,female,European,32,2.5620906659834424e-05
198,"CD14-low, CD16-positive monocyte",female,European,5,4.003266665599129e-06
199,double negative thymocyte,female,European,6,4.8039199987189546e-06
200,hematopoietic precursor cell,female,European,3,2.4019599993594773e-06
201,erythrocyte,female,European,1,8.006533331198258e-07
202,dendritic cell,female,European,1,8.006533331198258e-07
203,natural killer cell,female,European,270,0.00021617639994235297
204,memory B cell,female,European,126,0.00010088231997309805
205,naive B cell,female,European,401,0.0003210619865810501
206,gamma-delta T cell,female,European,81,6.485291998270588e-05
207,regulatory T cell,female,European,65,5.204246665278868e-05
208,transitional stage B cell,female,European,117,9.367643997501962e-05
209,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1268,0.0010152284263959391
210,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,453,0.00036269595990328106
211,"central memory CD4-positive, alpha-beta T cell",female,European,780,0.0006245095998334641
212,"effector memory CD4-positive, alpha-beta T cell",female,European,88,7.045749331454467e-05
213,"central memory CD8-positive, alpha-beta T cell",female,European,31,2.48202533267146e-05
214,"effector memory CD8-positive, alpha-beta T cell",female,European,217,0.00017374177328700218
215,"CD4-positive, alpha-beta cytotoxic T cell",female,European,25,2.0016333327995644e-05
216,"CD16-negative, CD56-bright natural killer cell, human",female,European,37,2.9624173325433554e-05
217,mucosal invariant T cell,female,European,26,2.081698666111547e-05
218,plasmablast,female,European,6,4.8039199987189546e-06
219,conventional dendritic cell,female,European,2,1.6013066662396515e-06
220,CD14-positive monocyte,female,European,7,5.604573331838781e-06
221,innate lymphoid cell,female,European,2,1.6013066662396515e-06
222,"CD14-low, CD16-positive monocyte",female,European,6,4.8039199987189546e-06
223,double negative thymocyte,female,European,6,4.8039199987189546e-06
224,erythrocyte,female,European,5,4.003266665599129e-06
225,platelet,female,European,1,8.006533331198258e-07
226,natural killer cell,female,European,368,0.0002946404265880959
227,"CD4-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
228,plasmacytoid dendritic cell,female,European,1,8.006533331198258e-07
229,memory B cell,female,European,107,8.566990664382136e-05
230,naive B cell,female,European,245,0.0001961600666143573
231,gamma-delta T cell,female,European,51,4.0833319989111116e-05
232,regulatory T cell,female,European,165,0.00013210779996477125
233,transitional stage B cell,female,European,105,8.40685999775817e-05
234,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,951,0.0007614213197969543
235,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,388,0.0003106534932504924
236,"central memory CD4-positive, alpha-beta T cell",female,European,713,0.0005708658265144358
237,"effector memory CD4-positive, alpha-beta T cell",female,European,115,9.207513330877996e-05
238,"central memory CD8-positive, alpha-beta T cell",female,European,45,3.602939999039216e-05
239,"effector memory CD8-positive, alpha-beta T cell",female,European,309,0.00024740187993402615
240,"CD4-positive, alpha-beta cytotoxic T cell",female,European,23,1.8415026661755993e-05
241,"CD16-negative, CD56-bright natural killer cell, human",female,European,18,1.4411759996156865e-05
242,mucosal invariant T cell,female,European,89,7.12581466476645e-05
243,plasmablast,female,European,15,1.2009799996797387e-05
244,conventional dendritic cell,female,European,9,7.205879998078432e-06
245,CD14-positive monocyte,female,European,55,4.403593332159042e-05
246,innate lymphoid cell,female,European,1,8.006533331198258e-07
247,"CD14-low, CD16-positive monocyte",female,European,30,2.4019599993594774e-05
248,double negative thymocyte,female,European,3,2.4019599993594773e-06
249,hematopoietic precursor cell,female,European,4,3.202613332479303e-06
250,erythrocyte,female,European,1,8.006533331198258e-07
251,platelet,female,European,1,8.006533331198258e-07
252,natural killer cell,female,European,223,0.00017854569328572116
253,plasmacytoid dendritic cell,female,European,4,3.202613332479303e-06
254,memory B cell,female,European,275,0.00022017966660795209
255,naive B cell,female,European,182,0.00014571890662780829
256,gamma-delta T cell,female,European,25,2.0016333327995644e-05
257,regulatory T cell,female,European,28,2.2418293327355123e-05
258,transitional stage B cell,female,European,69,5.524507998526798e-05
259,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,471,0.0003771077198994379
260,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,191,0.00015292478662588672
261,"central memory CD4-positive, alpha-beta T cell",female,European,285,0.00022818619993915035
262,"effector memory CD4-positive, alpha-beta T cell",female,European,33,2.642155999295425e-05
263,"central memory CD8-positive, alpha-beta T cell",female,European,39,3.1225479991673205e-05
264,"effector memory CD8-positive, alpha-beta T cell",female,European,120,9.60783999743791e-05
265,"CD4-positive, alpha-beta cytotoxic T cell",female,European,12,9.607839997437909e-06
266,"CD16-negative, CD56-bright natural killer cell, human",female,European,13,1.0408493330557734e-05
267,mucosal invariant T cell,female,European,13,1.0408493330557734e-05
268,plasmablast,female,European,19,1.521241332927669e-05
269,conventional dendritic cell,female,European,7,5.604573331838781e-06
270,CD14-positive monocyte,female,European,19,1.521241332927669e-05
271,"CD14-low, CD16-positive monocyte",female,European,10,8.006533331198258e-06
272,double negative thymocyte,female,European,3,2.4019599993594773e-06
273,hematopoietic precursor cell,female,European,2,1.6013066662396515e-06
274,platelet,female,European,6,4.8039199987189546e-06
275,natural killer cell,female,European,247,0.00019776137328059696
276,"CD4-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
277,plasmacytoid dendritic cell,female,European,1,8.006533331198258e-07
278,memory B cell,female,European,34,2.7222213326074075e-05
279,naive B cell,female,European,75,6.004899998398693e-05
280,gamma-delta T cell,female,European,33,2.642155999295425e-05
281,regulatory T cell,female,European,9,7.205879998078432e-06
282,transitional stage B cell,female,European,40,3.2026133324793034e-05
283,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,172,0.00013771237329661003
284,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,121,9.687905330749892e-05
285,"central memory CD4-positive, alpha-beta T cell",female,European,200,0.00016013066662396515
286,"effector memory CD4-positive, alpha-beta T cell",female,European,32,2.5620906659834424e-05
287,"central memory CD8-positive, alpha-beta T cell",female,European,23,1.8415026661755993e-05
288,"effector memory CD8-positive, alpha-beta T cell",female,European,98,7.846402664574293e-05
289,"CD4-positive, alpha-beta cytotoxic T cell",female,European,2,1.6013066662396515e-06
290,"CD16-negative, CD56-bright natural killer cell, human",female,European,10,8.006533331198258e-06
291,mucosal invariant T cell,female,European,52,4.163397332223094e-05
292,plasmablast,female,European,9,7.205879998078432e-06
293,conventional dendritic cell,female,European,1,8.006533331198258e-07
294,CD14-positive monocyte,female,European,60,4.803919998718955e-05
295,innate lymphoid cell,female,European,2,1.6013066662396515e-06
296,"CD14-low, CD16-positive monocyte",female,European,42,3.3627439991032684e-05
297,double negative thymocyte,female,European,1,8.006533331198258e-07
298,hematopoietic precursor cell,female,European,3,2.4019599993594773e-06
299,platelet,female,European,6,4.8039199987189546e-06
300,natural killer cell,female,European,493,0.0003947220932280741
301,"CD4-positive, alpha-beta T cell",female,European,2,1.6013066662396515e-06
302,plasmacytoid dendritic cell,female,European,8,6.405226664958606e-06
303,memory B cell,female,European,252,0.0002017646399461961
304,naive B cell,female,European,320,0.00025620906659834427
305,gamma-delta T cell,female,European,106,8.486925331070153e-05
306,regulatory T cell,female,European,249,0.00019936267994683662
307,transitional stage B cell,female,European,141,0.00011289211996989543
308,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2311,0.0018503098528399175
309,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,800,0.0006405226664958606
310,"central memory CD4-positive, alpha-beta T cell",female,European,1965,0.0015732837995804576
311,"effector memory CD4-positive, alpha-beta T cell",female,European,196,0.00015692805329148586
312,"central memory CD8-positive, alpha-beta T cell",female,European,101,8.08659866451024e-05
313,"effector memory CD8-positive, alpha-beta T cell",female,European,524,0.00041954234655478873
314,"CD4-positive, alpha-beta cytotoxic T cell",female,European,67,5.364377331902833e-05
315,"CD16-negative, CD56-bright natural killer cell, human",female,European,36,2.882351999231373e-05
316,mucosal invariant T cell,female,European,69,5.524507998526798e-05
317,plasmablast,female,European,26,2.081698666111547e-05
318,conventional dendritic cell,female,European,19,1.521241332927669e-05
319,CD14-positive monocyte,female,European,84,6.725487998206537e-05
320,innate lymphoid cell,female,European,3,2.4019599993594773e-06
321,"CD14-low, CD16-positive monocyte",female,European,14,1.1209146663677561e-05
322,double negative thymocyte,female,European,16,1.2810453329917212e-05
323,hematopoietic precursor cell,female,European,7,5.604573331838781e-06
324,erythrocyte,female,European,1,8.006533331198258e-07
325,platelet,female,European,9,7.205879998078432e-06
326,dendritic cell,female,European,1,8.006533331198258e-07
327,natural killer cell,female,European,458,0.0003666992265688802
328,"CD4-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
329,plasmacytoid dendritic cell,female,European,9,7.205879998078432e-06
330,memory B cell,female,European,148,0.00011849669330173422
331,naive B cell,female,European,409,0.00032746721324600876
332,gamma-delta T cell,female,European,73,5.844769331774728e-05
333,regulatory T cell,female,European,150,0.00012009799996797386
334,transitional stage B cell,female,European,141,0.00011289211996989543
335,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2309,0.0018487085461736778
336,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,688,0.0005508494931864401
337,"central memory CD4-positive, alpha-beta T cell",female,European,1021,0.0008174670531153421
338,"effector memory CD4-positive, alpha-beta T cell",female,European,115,9.207513330877996e-05
339,"central memory CD8-positive, alpha-beta T cell",female,European,75,6.004899998398693e-05
340,"effector memory CD8-positive, alpha-beta T cell",female,European,304,0.00024339861326842704
341,"CD4-positive, alpha-beta cytotoxic T cell",female,European,8,6.405226664958606e-06
342,"CD16-negative, CD56-bright natural killer cell, human",female,European,28,2.2418293327355123e-05
343,mucosal invariant T cell,female,European,55,4.403593332159042e-05
344,plasmablast,female,European,40,3.2026133324793034e-05
345,conventional dendritic cell,female,European,11,8.807186664318084e-06
346,CD14-positive monocyte,female,European,179,0.00014331694662844883
347,innate lymphoid cell,female,European,3,2.4019599993594773e-06
348,"CD14-low, CD16-positive monocyte",female,European,25,2.0016333327995644e-05
349,double negative thymocyte,female,European,5,4.003266665599129e-06
350,hematopoietic precursor cell,female,European,17,1.3611106663037038e-05
351,platelet,female,European,1,8.006533331198258e-07
352,natural killer cell,female,European,412,0.00032986917324536824
353,"CD4-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
354,plasmacytoid dendritic cell,female,European,17,1.3611106663037038e-05
355,memory B cell,female,European,64,5.124181331966885e-05
356,naive B cell,female,European,34,2.7222213326074075e-05
357,gamma-delta T cell,female,European,28,2.2418293327355123e-05
358,regulatory T cell,female,European,28,2.2418293327355123e-05
359,transitional stage B cell,female,European,54,4.3235279988470595e-05
360,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,483,0.00038671555989687586
361,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,227,0.00018174830661820044
362,"central memory CD4-positive, alpha-beta T cell",female,European,323,0.0002586110265977037
363,"effector memory CD4-positive, alpha-beta T cell",female,European,46,3.6830053323511986e-05
364,"central memory CD8-positive, alpha-beta T cell",female,European,50,4.003266665599129e-05
365,"effector memory CD8-positive, alpha-beta T cell",female,European,246,0.00019696071994747713
366,"CD4-positive, alpha-beta cytotoxic T cell",female,European,28,2.2418293327355123e-05
367,"CD16-negative, CD56-bright natural killer cell, human",female,European,28,2.2418293327355123e-05
368,mucosal invariant T cell,female,European,24,1.9215679994875818e-05
369,plasmablast,female,European,9,7.205879998078432e-06
370,conventional dendritic cell,female,European,11,8.807186664318084e-06
371,CD14-positive monocyte,female,European,89,7.12581466476645e-05
372,innate lymphoid cell,female,European,5,4.003266665599129e-06
373,"CD14-low, CD16-positive monocyte",female,European,65,5.204246665278868e-05
374,double negative thymocyte,female,European,5,4.003266665599129e-06
375,hematopoietic precursor cell,female,European,10,8.006533331198258e-06
376,erythrocyte,female,European,4,3.202613332479303e-06
377,platelet,female,European,5,4.003266665599129e-06
378,dendritic cell,female,European,1,8.006533331198258e-07
379,natural killer cell,female,European,432,0.00034588223990776476
380,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
381,plasmacytoid dendritic cell,female,European,5,4.003266665599129e-06
382,memory B cell,female,European,112,8.967317330942049e-05
383,naive B cell,female,European,293,0.00023459142660410895
384,gamma-delta T cell,female,European,51,4.0833319989111116e-05
385,regulatory T cell,female,European,115,9.207513330877996e-05
386,transitional stage B cell,female,European,137,0.00010968950663741613
387,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,810,0.0006485291998270589
388,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,494,0.0003955227465611939
389,"central memory CD4-positive, alpha-beta T cell",female,European,944,0.0007558167464651155
390,"effector memory CD4-positive, alpha-beta T cell",female,European,150,0.00012009799996797386
391,"central memory CD8-positive, alpha-beta T cell",female,European,56,4.4836586654710246e-05
392,"effector memory CD8-positive, alpha-beta T cell",female,European,354,0.00028343127992441834
393,"CD4-positive, alpha-beta cytotoxic T cell",female,European,32,2.5620906659834424e-05
394,"CD16-negative, CD56-bright natural killer cell, human",female,European,37,2.9624173325433554e-05
395,mucosal invariant T cell,female,European,48,3.8431359989751637e-05
396,plasmablast,female,European,13,1.0408493330557734e-05
397,conventional dendritic cell,female,European,9,7.205879998078432e-06
398,CD14-positive monocyte,female,European,47,3.7630706656631815e-05
399,innate lymphoid cell,female,European,2,1.6013066662396515e-06
400,"CD14-low, CD16-positive monocyte",female,European,26,2.081698666111547e-05
401,double negative thymocyte,female,European,5,4.003266665599129e-06
402,hematopoietic precursor cell,female,European,5,4.003266665599129e-06
403,platelet,female,European,7,5.604573331838781e-06
404,dendritic cell,female,European,2,1.6013066662396515e-06
405,natural killer cell,female,European,277,0.00022178097327419174
406,"CD4-positive, alpha-beta T cell",female,European,5,4.003266665599129e-06
407,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
408,plasmacytoid dendritic cell,female,European,6,4.8039199987189546e-06
409,memory B cell,female,European,72,5.764703998462746e-05
410,naive B cell,female,European,167,0.0001337091066310109
411,gamma-delta T cell,female,European,65,5.204246665278868e-05
412,regulatory T cell,female,European,62,4.96405066534292e-05
413,transitional stage B cell,female,European,33,2.642155999295425e-05
414,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1157,0.0009263559064196385
415,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,401,0.0003210619865810501
416,"central memory CD4-positive, alpha-beta T cell",female,European,792,0.000634117439830902
417,"effector memory CD4-positive, alpha-beta T cell",female,European,73,5.844769331774728e-05
418,"central memory CD8-positive, alpha-beta T cell",female,European,56,4.4836586654710246e-05
419,"effector memory CD8-positive, alpha-beta T cell",female,European,335,0.00026821886659514165
420,"CD4-positive, alpha-beta cytotoxic T cell",female,European,12,9.607839997437909e-06
421,"CD16-negative, CD56-bright natural killer cell, human",female,European,24,1.9215679994875818e-05
