,cell_type,sex,race,count,percentage
1918,plasmacytoid dendritic cell,female,European,1,8.006533331198258e-07
1919,memory B cell,female,European,20,1.6013066662396517e-05
1920,naive B cell,female,European,47,3.7630706656631815e-05
1921,gamma-delta T cell,female,European,37,2.9624173325433554e-05
1922,regulatory T cell,female,European,37,2.9624173325433554e-05
1923,transitional stage B cell,female,European,27,2.1617639994235298e-05
1924,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,344,0.00027542474659322005
1925,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,12,9.607839997437909e-06
1926,"central memory CD4-positive, alpha-beta T cell",female,European,459,0.00036749987990200003
1927,"effector memory CD4-positive, alpha-beta T cell",female,European,33,2.642155999295425e-05
1928,"central memory CD8-positive, alpha-beta T cell",female,European,22,1.7614373328636168e-05
1929,"effector memory CD8-positive, alpha-beta T cell",female,European,358,0.00028663389325689765
1930,"CD4-positive, alpha-beta cytotoxic T cell",female,European,22,1.7614373328636168e-05
1931,"CD16-negative, CD56-bright natural killer cell, human",female,European,4,3.202613332479303e-06
1932,mucosal invariant T cell,female,European,5,4.003266665599129e-06
1933,plasmablast,female,European,4,3.202613332479303e-06
1934,conventional dendritic cell,female,European,10,8.006533331198258e-06
1935,CD14-positive monocyte,female,European,123,9.848035997373857e-05
1936,"CD14-low, CD16-positive monocyte",female,European,25,2.0016333327995644e-05
1937,double negative thymocyte,female,European,1,8.006533331198258e-07
1938,hematopoietic precursor cell,female,European,2,1.6013066662396515e-06
1939,platelet,female,European,6,4.8039199987189546e-06
1940,natural killer cell,female,European,227,0.00018174830661820044
1941,plasmacytoid dendritic cell,female,European,1,8.006533331198258e-07
1942,memory B cell,female,European,29,2.321894666047495e-05
1943,naive B cell,female,European,50,4.003266665599129e-05
1944,gamma-delta T cell,female,European,6,4.8039199987189546e-06
1945,regulatory T cell,female,European,26,2.081698666111547e-05
1946,transitional stage B cell,female,European,21,1.6813719995516342e-05
1947,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,203,0.00016253262662332463
1948,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,23,1.8415026661755993e-05
1949,"central memory CD4-positive, alpha-beta T cell",female,European,245,0.0001961600666143573
1950,"effector memory CD4-positive, alpha-beta T cell",female,European,34,2.7222213326074075e-05
1951,"central memory CD8-positive, alpha-beta T cell",female,European,10,8.006533331198258e-06
1952,"effector memory CD8-positive, alpha-beta T cell",female,European,176,0.00014091498662908934
1953,"CD4-positive, alpha-beta cytotoxic T cell",female,European,18,1.4411759996156865e-05
1954,"CD16-negative, CD56-bright natural killer cell, human",female,European,19,1.521241332927669e-05
1955,mucosal invariant T cell,female,European,17,1.3611106663037038e-05
1956,plasmablast,female,European,3,2.4019599993594773e-06
1957,conventional dendritic cell,female,European,2,1.6013066662396515e-06
1958,CD14-positive monocyte,female,European,34,2.7222213326074075e-05
1959,innate lymphoid cell,female,European,1,8.006533331198258e-07
1960,"CD14-low, CD16-positive monocyte",female,European,16,1.2810453329917212e-05
1961,double negative thymocyte,female,European,1,8.006533331198258e-07
1962,platelet,female,European,1,8.006533331198258e-07
1963,natural killer cell,female,European,294,0.00023539207993722878
1964,"CD4-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
1965,memory B cell,female,European,23,1.8415026661755993e-05
1966,naive B cell,female,European,9,7.205879998078432e-06
1967,gamma-delta T cell,female,European,2,1.6013066662396515e-06
1968,regulatory T cell,female,European,17,1.3611106663037038e-05
1969,transitional stage B cell,female,European,14,1.1209146663677561e-05
1970,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,133,0.00010648689330493683
1971,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1972,"central memory CD4-positive, alpha-beta T cell",female,European,158,0.00012650322663293248
1973,"effector memory CD4-positive, alpha-beta T cell",female,European,27,2.1617639994235298e-05
1974,"central memory CD8-positive, alpha-beta T cell",female,European,15,1.2009799996797387e-05
1975,"effector memory CD8-positive, alpha-beta T cell",female,European,56,4.4836586654710246e-05
1976,"CD4-positive, alpha-beta cytotoxic T cell",female,European,40,3.2026133324793034e-05
1977,"CD16-negative, CD56-bright natural killer cell, human",female,European,9,7.205879998078432e-06
1978,mucosal invariant T cell,female,European,2,1.6013066662396515e-06
1979,plasmablast,female,European,2,1.6013066662396515e-06
1980,conventional dendritic cell,female,European,1,8.006533331198258e-07
1981,CD14-positive monocyte,female,European,31,2.48202533267146e-05
1982,"CD14-low, CD16-positive monocyte",female,European,23,1.8415026661755993e-05
1983,hematopoietic precursor cell,female,European,3,2.4019599993594773e-06
1984,natural killer cell,female,European,169,0.00013531041329725057
1985,memory B cell,female,European,20,1.6013066662396517e-05
1986,naive B cell,female,European,125,0.00010008166663997822
1987,gamma-delta T cell,female,European,36,2.882351999231373e-05
1988,regulatory T cell,female,European,21,1.6813719995516342e-05
1989,transitional stage B cell,female,European,22,1.7614373328636168e-05
1990,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,187,0.00014972217329340743
1991,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1992,"central memory CD4-positive, alpha-beta T cell",female,European,174,0.00013931367996284968
1993,"effector memory CD4-positive, alpha-beta T cell",female,European,11,8.807186664318084e-06
1994,"central memory CD8-positive, alpha-beta T cell",female,European,7,5.604573331838781e-06
1995,"effector memory CD8-positive, alpha-beta T cell",female,European,97,7.76633733126231e-05
1996,"CD4-positive, alpha-beta cytotoxic T cell",female,European,17,1.3611106663037038e-05
1997,"CD16-negative, CD56-bright natural killer cell, human",female,European,11,8.807186664318084e-06
1998,mucosal invariant T cell,female,European,1,8.006533331198258e-07
1999,plasmablast,female,European,2,1.6013066662396515e-06
2000,conventional dendritic cell,female,European,4,3.202613332479303e-06
2001,CD14-positive monocyte,female,European,12,9.607839997437909e-06
2002,"CD14-low, CD16-positive monocyte",female,European,8,6.405226664958606e-06
2003,double negative thymocyte,female,European,1,8.006533331198258e-07
2004,hematopoietic precursor cell,female,European,1,8.006533331198258e-07
2005,natural killer cell,female,European,80,6.405226664958607e-05
2006,memory B cell,female,European,5,4.003266665599129e-06
2007,naive B cell,female,European,17,1.3611106663037038e-05
2008,gamma-delta T cell,female,European,8,6.405226664958606e-06
2009,regulatory T cell,female,European,9,7.205879998078432e-06
2010,transitional stage B cell,female,European,13,1.0408493330557734e-05
2011,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,78,6.245095998334641e-05
2012,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,2,1.6013066662396515e-06
2013,"central memory CD4-positive, alpha-beta T cell",female,European,95,7.606206664638344e-05
2014,"effector memory CD4-positive, alpha-beta T cell",female,European,7,5.604573331838781e-06
2015,"central memory CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
2016,"effector memory CD8-positive, alpha-beta T cell",female,European,221,0.0001769443866194815
2017,"CD4-positive, alpha-beta cytotoxic T cell",female,European,8,6.405226664958606e-06
2018,"CD16-negative, CD56-bright natural killer cell, human",female,European,1,8.006533331198258e-07
2019,conventional dendritic cell,female,European,2,1.6013066662396515e-06
2020,CD14-positive monocyte,female,European,2,1.6013066662396515e-06
2021,"CD14-low, CD16-positive monocyte",female,European,2,1.6013066662396515e-06
2022,hematopoietic precursor cell,female,European,1,8.006533331198258e-07
2023,natural killer cell,female,European,39,3.1225479991673205e-05
2024,memory B cell,female,European,117,9.367643997501962e-05
2025,naive B cell,female,European,48,3.8431359989751637e-05
2026,gamma-delta T cell,female,European,9,7.205879998078432e-06
2027,regulatory T cell,female,European,16,1.2810453329917212e-05
2028,transitional stage B cell,female,European,45,3.602939999039216e-05
2029,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,39,3.1225479991673205e-05
2030,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
2031,"central memory CD4-positive, alpha-beta T cell",female,European,136,0.0001088888533042963
2032,"effector memory CD4-positive, alpha-beta T cell",female,European,15,1.2009799996797387e-05
2033,"central memory CD8-positive, alpha-beta T cell",female,European,2,1.6013066662396515e-06
2034,"effector memory CD8-positive, alpha-beta T cell",female,European,424,0.00033947701324280613
2035,"CD4-positive, alpha-beta cytotoxic T cell",female,European,27,2.1617639994235298e-05
2036,"CD16-negative, CD56-bright natural killer cell, human",female,European,5,4.003266665599129e-06
2037,mucosal invariant T cell,female,European,10,8.006533331198258e-06
2038,plasmablast,female,European,11,8.807186664318084e-06
2039,CD14-positive monocyte,female,European,25,2.0016333327995644e-05
2040,"CD14-low, CD16-positive monocyte",female,European,5,4.003266665599129e-06
2041,double negative thymocyte,female,European,1,8.006533331198258e-07
2042,hematopoietic precursor cell,female,European,1,8.006533331198258e-07
2043,erythrocyte,male,European,1,8.006533331198258e-07
2044,platelet,male,European,3,2.4019599993594773e-06
2045,dendritic cell,male,European,1,8.006533331198258e-07
2046,natural killer cell,male,European,289,0.00023138881327162966
2047,"CD4-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
2048,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2049,plasmacytoid dendritic cell,male,European,1,8.006533331198258e-07
2050,memory B cell,male,European,39,3.1225479991673205e-05
2051,naive B cell,male,European,161,0.00012890518663229194
2052,gamma-delta T cell,male,European,8,6.405226664958606e-06
2053,regulatory T cell,male,European,87,6.965683998142484e-05
2054,transitional stage B cell,male,European,50,4.003266665599129e-05
2055,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,619,0.0004956044132011721
2056,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,211,0.00016893785328828324
2057,"central memory CD4-positive, alpha-beta T cell",male,European,553,0.00044276129321526366
2058,"effector memory CD4-positive, alpha-beta T cell",male,European,39,3.1225479991673205e-05
2059,"central memory CD8-positive, alpha-beta T cell",male,European,39,3.1225479991673205e-05
2060,"effector memory CD8-positive, alpha-beta T cell",male,European,60,4.803919998718955e-05
2061,"CD4-positive, alpha-beta cytotoxic T cell",male,European,5,4.003266665599129e-06
2062,"CD16-negative, CD56-bright natural killer cell, human",male,European,9,7.205879998078432e-06
2063,mucosal invariant T cell,male,European,14,1.1209146663677561e-05
2064,plasmablast,male,European,4,3.202613332479303e-06
2065,conventional dendritic cell,male,European,8,6.405226664958606e-06
2066,CD14-positive monocyte,male,European,224,0.00017934634661884098
2067,innate lymphoid cell,male,European,1,8.006533331198258e-07
2068,"CD14-low, CD16-positive monocyte",male,European,55,4.403593332159042e-05
2069,double negative thymocyte,male,European,3,2.4019599993594773e-06
2070,hematopoietic precursor cell,male,European,4,3.202613332479303e-06
2071,erythrocyte,male,European,2,1.6013066662396515e-06
2072,platelet,male,European,4,3.202613332479303e-06
2073,natural killer cell,male,European,268,0.0002145750932761133
2074,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2075,memory B cell,male,European,20,1.6013066662396517e-05
2076,naive B cell,male,European,77,6.165030665022658e-05
2077,gamma-delta T cell,male,European,22,1.7614373328636168e-05
2078,regulatory T cell,male,European,15,1.2009799996797387e-05
2079,transitional stage B cell,male,European,44,3.5228746657272335e-05
2080,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,259,0.00020736921327803488
2081,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,197,0.0001577287066246057
2082,"central memory CD4-positive, alpha-beta T cell",male,European,259,0.00020736921327803488
2083,"effector memory CD4-positive, alpha-beta T cell",male,European,21,1.6813719995516342e-05
2084,"central memory CD8-positive, alpha-beta T cell",male,European,11,8.807186664318084e-06
2085,"effector memory CD8-positive, alpha-beta T cell",male,European,98,7.846402664574293e-05
2086,"CD16-negative, CD56-bright natural killer cell, human",male,European,9,7.205879998078432e-06
2087,mucosal invariant T cell,male,European,18,1.4411759996156865e-05
2088,plasmablast,male,European,1,8.006533331198258e-07
2089,conventional dendritic cell,male,European,2,1.6013066662396515e-06
2090,CD14-positive monocyte,male,European,28,2.2418293327355123e-05
2091,innate lymphoid cell,male,European,2,1.6013066662396515e-06
2092,"CD14-low, CD16-positive monocyte",male,European,5,4.003266665599129e-06
2093,double negative thymocyte,male,European,5,4.003266665599129e-06
2094,hematopoietic precursor cell,male,European,1,8.006533331198258e-07
2095,natural killer cell,male,European,220,0.00017614373328636167
2096,"CD4-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
2097,plasmacytoid dendritic cell,male,European,6,4.8039199987189546e-06
2098,memory B cell,male,European,23,1.8415026661755993e-05
2099,naive B cell,male,European,84,6.725487998206537e-05
2100,gamma-delta T cell,male,European,24,1.9215679994875818e-05
2101,regulatory T cell,male,European,13,1.0408493330557734e-05
2102,transitional stage B cell,male,European,15,1.2009799996797387e-05
2103,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,338,0.00027062082659450113
2104,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,132,0.000105686239971817
2105,"central memory CD4-positive, alpha-beta T cell",male,European,188,0.00015052282662652726
2106,"effector memory CD4-positive, alpha-beta T cell",male,European,24,1.9215679994875818e-05
2107,"central memory CD8-positive, alpha-beta T cell",male,European,16,1.2810453329917212e-05
2108,"effector memory CD8-positive, alpha-beta T cell",male,European,78,6.245095998334641e-05
2109,"CD4-positive, alpha-beta cytotoxic T cell",male,European,5,4.003266665599129e-06
2110,"CD16-negative, CD56-bright natural killer cell, human",male,European,11,8.807186664318084e-06
2111,mucosal invariant T cell,male,European,13,1.0408493330557734e-05
2112,plasmablast,male,European,10,8.006533331198258e-06
2113,conventional dendritic cell,male,European,15,1.2009799996797387e-05
2114,CD14-positive monocyte,male,European,7,5.604573331838781e-06
2115,innate lymphoid cell,male,European,1,8.006533331198258e-07
2116,"CD14-low, CD16-positive monocyte",male,European,8,6.405226664958606e-06
2117,double negative thymocyte,male,European,5,4.003266665599129e-06
2118,hematopoietic precursor cell,male,European,2,1.6013066662396515e-06
2119,platelet,male,European,5,4.003266665599129e-06
2120,dendritic cell,male,European,1,8.006533331198258e-07
2121,natural killer cell,male,European,215,0.00017214046662076255
2122,"CD4-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
2123,plasmacytoid dendritic cell,male,European,12,9.607839997437909e-06
2124,memory B cell,male,European,128,0.0001024836266393377
2125,naive B cell,male,European,98,7.846402664574293e-05
2126,gamma-delta T cell,male,European,70,5.604573331838781e-05
2127,regulatory T cell,male,European,57,4.563723998783007e-05
2128,transitional stage B cell,male,European,155,0.000124101266633573
2129,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,645,0.0005164213998622876
2130,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,328,0.00026261429326330285
2131,"central memory CD4-positive, alpha-beta T cell",male,European,459,0.00036749987990200003
2132,"effector memory CD4-positive, alpha-beta T cell",male,European,75,6.004899998398693e-05
2133,"central memory CD8-positive, alpha-beta T cell",male,European,31,2.48202533267146e-05
2134,"effector memory CD8-positive, alpha-beta T cell",male,European,237,0.0001897548399493987
2135,"CD4-positive, alpha-beta cytotoxic T cell",male,European,14,1.1209146663677561e-05
2136,"CD16-negative, CD56-bright natural killer cell, human",male,European,4,3.202613332479303e-06
2137,mucosal invariant T cell,male,European,47,3.7630706656631815e-05
2138,plasmablast,male,European,2,1.6013066662396515e-06
2139,conventional dendritic cell,male,European,19,1.521241332927669e-05
2140,CD14-positive monocyte,male,European,136,0.0001088888533042963
2141,innate lymphoid cell,male,European,1,8.006533331198258e-07
2142,"CD14-low, CD16-positive monocyte",male,European,8,6.405226664958606e-06
2143,double negative thymocyte,male,European,6,4.8039199987189546e-06
2144,hematopoietic precursor cell,male,European,6,4.8039199987189546e-06
2145,platelet,male,European,1,8.006533331198258e-07
2146,natural killer cell,male,European,605,0.0004843952665374946
2147,"CD4-positive, alpha-beta T cell",male,European,13,1.0408493330557734e-05
2148,"CD8-positive, alpha-beta T cell",male,European,12,9.607839997437909e-06
2149,plasmacytoid dendritic cell,male,European,9,7.205879998078432e-06
2150,memory B cell,male,European,180,0.00014411759996156863
2151,naive B cell,male,European,96,7.686271997950327e-05
2152,gamma-delta T cell,male,European,71,5.684638665150763e-05
2153,regulatory T cell,male,European,46,3.6830053323511986e-05
2154,transitional stage B cell,male,European,103,8.246729331134206e-05
2155,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,893,0.0007149834264760044
2156,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,665,0.0005324344665246842
2157,"central memory CD4-positive, alpha-beta T cell",male,European,878,0.000702973626479207
2158,"effector memory CD4-positive, alpha-beta T cell",male,European,119,9.527774664125927e-05
2159,"central memory CD8-positive, alpha-beta T cell",male,European,73,5.844769331774728e-05
2160,"effector memory CD8-positive, alpha-beta T cell",male,European,340,0.0002722221332607408
2161,"CD4-positive, alpha-beta cytotoxic T cell",male,European,46,3.6830053323511986e-05
2162,"CD16-negative, CD56-bright natural killer cell, human",male,European,36,2.882351999231373e-05
2163,mucosal invariant T cell,male,European,38,3.042482665855338e-05
2164,plasmablast,male,European,27,2.1617639994235298e-05
2165,conventional dendritic cell,male,European,24,1.9215679994875818e-05
2166,CD14-positive monocyte,male,European,85,6.80555333151852e-05
2167,innate lymphoid cell,male,European,4,3.202613332479303e-06
2168,"CD14-low, CD16-positive monocyte",male,European,59,4.723854665406972e-05
2169,double negative thymocyte,male,European,4,3.202613332479303e-06
2170,hematopoietic precursor cell,male,European,8,6.405226664958606e-06
2171,platelet,male,European,1,8.006533331198258e-07
2172,natural killer cell,male,European,212,0.00016973850662140307
2173,"CD4-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
2174,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2175,plasmacytoid dendritic cell,male,European,2,1.6013066662396515e-06
2176,memory B cell,male,European,109,8.7271213310061e-05
2177,naive B cell,male,European,103,8.246729331134206e-05
2178,gamma-delta T cell,male,European,73,5.844769331774728e-05
2179,regulatory T cell,male,European,54,4.3235279988470595e-05
2180,transitional stage B cell,male,European,35,2.8022866659193904e-05
2181,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,420,0.0003362743999103268
2182,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,163,0.0001305064932985316
2183,"central memory CD4-positive, alpha-beta T cell",male,European,524,0.00041954234655478873
2184,"effector memory CD4-positive, alpha-beta T cell",male,European,97,7.76633733126231e-05
2185,"central memory CD8-positive, alpha-beta T cell",male,European,41,3.2826786657912856e-05
2186,"effector memory CD8-positive, alpha-beta T cell",male,European,117,9.367643997501962e-05
2187,"CD4-positive, alpha-beta cytotoxic T cell",male,European,8,6.405226664958606e-06
2188,"CD16-negative, CD56-bright natural killer cell, human",male,European,8,6.405226664958606e-06
2189,mucosal invariant T cell,male,European,33,2.642155999295425e-05
2190,plasmablast,male,European,23,1.8415026661755993e-05
2191,conventional dendritic cell,male,European,20,1.6013066662396517e-05
2192,CD14-positive monocyte,male,European,127,0.00010168297330621787
2193,"CD14-low, CD16-positive monocyte",male,European,7,5.604573331838781e-06
2194,double negative thymocyte,male,European,9,7.205879998078432e-06
2195,hematopoietic precursor cell,male,European,3,2.4019599993594773e-06
2196,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
2197,natural killer cell,male,European,185,0.00014812086662716777
2198,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2199,plasmacytoid dendritic cell,male,European,4,3.202613332479303e-06
2200,memory B cell,male,European,32,2.5620906659834424e-05
2201,naive B cell,male,European,9,7.205879998078432e-06
2202,gamma-delta T cell,male,European,45,3.602939999039216e-05
2203,regulatory T cell,male,European,12,9.607839997437909e-06
2204,transitional stage B cell,male,European,13,1.0408493330557734e-05
2205,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,187,0.00014972217329340743
2206,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,119,9.527774664125927e-05
2207,"central memory CD4-positive, alpha-beta T cell",male,European,137,0.00010968950663741613
2208,"effector memory CD4-positive, alpha-beta T cell",male,European,7,5.604573331838781e-06
2209,"central memory CD8-positive, alpha-beta T cell",male,European,17,1.3611106663037038e-05
2210,"effector memory CD8-positive, alpha-beta T cell",male,European,89,7.12581466476645e-05
2211,"CD4-positive, alpha-beta cytotoxic T cell",male,European,2,1.6013066662396515e-06
2212,"CD16-negative, CD56-bright natural killer cell, human",male,European,4,3.202613332479303e-06
2213,mucosal invariant T cell,male,European,5,4.003266665599129e-06
2214,plasmablast,male,European,5,4.003266665599129e-06
2215,conventional dendritic cell,male,European,5,4.003266665599129e-06
2216,CD14-positive monocyte,male,European,6,4.8039199987189546e-06
2217,innate lymphoid cell,male,European,1,8.006533331198258e-07
2218,"CD14-low, CD16-positive monocyte",male,European,5,4.003266665599129e-06
2219,double negative thymocyte,male,European,1,8.006533331198258e-07
2220,hematopoietic precursor cell,male,European,9,7.205879998078432e-06
2221,erythrocyte,male,European,5,4.003266665599129e-06
2222,platelet,male,European,2,1.6013066662396515e-06
2223,natural killer cell,male,European,220,0.00017614373328636167
2224,plasmacytoid dendritic cell,male,European,4,3.202613332479303e-06
2225,memory B cell,male,European,42,3.3627439991032684e-05
2226,naive B cell,male,European,153,0.00012249995996733333
2227,gamma-delta T cell,male,European,48,3.8431359989751637e-05
2228,regulatory T cell,male,European,55,4.403593332159042e-05
2229,transitional stage B cell,male,European,71,5.684638665150763e-05
2230,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,573,0.0004587743598776602
2231,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,526,0.00042114365322102834
2232,"central memory CD4-positive, alpha-beta T cell",male,European,433,0.00034668289324088454
2233,"effector memory CD4-positive, alpha-beta T cell",male,European,64,5.124181331966885e-05
2234,"central memory CD8-positive, alpha-beta T cell",male,European,45,3.602939999039216e-05
2235,"effector memory CD8-positive, alpha-beta T cell",male,European,170,0.0001361110666303704
2236,"CD4-positive, alpha-beta cytotoxic T cell",male,European,8,6.405226664958606e-06
2237,"CD16-negative, CD56-bright natural killer cell, human",male,European,10,8.006533331198258e-06
2238,mucosal invariant T cell,male,European,26,2.081698666111547e-05
2239,plasmablast,male,European,7,5.604573331838781e-06
2240,conventional dendritic cell,male,European,11,8.807186664318084e-06
2241,CD14-positive monocyte,male,European,45,3.602939999039216e-05
2242,innate lymphoid cell,male,European,1,8.006533331198258e-07
2243,"CD14-low, CD16-positive monocyte",male,European,27,2.1617639994235298e-05
2244,double negative thymocyte,male,European,2,1.6013066662396515e-06
2245,hematopoietic precursor cell,male,European,2,1.6013066662396515e-06
2246,natural killer cell,male,European,100,8.006533331198257e-05
2247,"CD4-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2248,plasmacytoid dendritic cell,male,European,3,2.4019599993594773e-06
2249,memory B cell,male,European,35,2.8022866659193904e-05
2250,naive B cell,male,European,95,7.606206664638344e-05
2251,gamma-delta T cell,male,European,77,6.165030665022658e-05
2252,regulatory T cell,male,European,17,1.3611106663037038e-05
2253,transitional stage B cell,male,European,22,1.7614373328636168e-05
2254,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,276,0.00022098031994107191
2255,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,81,6.485291998270588e-05
2256,"central memory CD4-positive, alpha-beta T cell",male,European,252,0.0002017646399461961
2257,"effector memory CD4-positive, alpha-beta T cell",male,European,27,2.1617639994235298e-05
2258,"central memory CD8-positive, alpha-beta T cell",male,European,22,1.7614373328636168e-05
2259,"effector memory CD8-positive, alpha-beta T cell",male,European,179,0.00014331694662844883
2260,"CD4-positive, alpha-beta cytotoxic T cell",male,European,19,1.521241332927669e-05
2261,"CD16-negative, CD56-bright natural killer cell, human",male,European,8,6.405226664958606e-06
2262,mucosal invariant T cell,male,European,3,2.4019599993594773e-06
2263,plasmablast,male,European,3,2.4019599993594773e-06
2264,conventional dendritic cell,male,European,3,2.4019599993594773e-06
2265,CD14-positive monocyte,male,European,40,3.2026133324793034e-05
2266,"CD14-low, CD16-positive monocyte",male,European,6,4.8039199987189546e-06
2267,double negative thymocyte,male,European,2,1.6013066662396515e-06
2268,hematopoietic precursor cell,male,European,1,8.006533331198258e-07
2269,platelet,male,European,3,2.4019599993594773e-06
2270,dendritic cell,male,European,1,8.006533331198258e-07
2271,natural killer cell,male,European,477,0.0003819116398981569
2272,"CD4-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
2273,"CD8-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
2274,plasmacytoid dendritic cell,male,European,7,5.604573331838781e-06
2275,memory B cell,male,European,183,0.00014651955996092811
2276,naive B cell,male,European,222,0.00017774503995260133
2277,gamma-delta T cell,male,European,89,7.12581466476645e-05
2278,regulatory T cell,male,European,107,8.566990664382136e-05
2279,transitional stage B cell,male,European,122,9.767970664061874e-05
2280,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1311,0.0010496565197200916
2281,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,683,0.000546846226520841
2282,"central memory CD4-positive, alpha-beta T cell",male,European,1161,0.0009295585197521177
2283,"effector memory CD4-positive, alpha-beta T cell",male,European,122,9.767970664061874e-05
2284,"central memory CD8-positive, alpha-beta T cell",male,European,86,6.885618664830501e-05
2285,"effector memory CD8-positive, alpha-beta T cell",male,European,451,0.0003610946532370414
2286,"CD4-positive, alpha-beta cytotoxic T cell",male,European,34,2.7222213326074075e-05
2287,"CD16-negative, CD56-bright natural killer cell, human",male,European,21,1.6813719995516342e-05
2288,mucosal invariant T cell,male,European,31,2.48202533267146e-05
2289,plasmablast,male,European,15,1.2009799996797387e-05
2290,conventional dendritic cell,male,European,13,1.0408493330557734e-05
2291,CD14-positive monocyte,male,European,65,5.204246665278868e-05
2292,innate lymphoid cell,male,European,5,4.003266665599129e-06
2293,"CD14-low, CD16-positive monocyte",male,European,30,2.4019599993594774e-05
2294,double negative thymocyte,male,European,12,9.607839997437909e-06
2295,hematopoietic precursor cell,male,European,1,8.006533331198258e-07
2296,platelet,male,European,6,4.8039199987189546e-06
2297,natural killer cell,male,European,357,0.0002858332399237778
2298,"CD4-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
2299,plasmacytoid dendritic cell,male,European,4,3.202613332479303e-06
2300,memory B cell,male,European,41,3.2826786657912856e-05
2301,naive B cell,male,European,118,9.447709330813944e-05
2302,gamma-delta T cell,male,European,35,2.8022866659193904e-05
2303,regulatory T cell,male,European,44,3.5228746657272335e-05
2304,transitional stage B cell,male,European,42,3.3627439991032684e-05
2305,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,499,0.00039952601322679307
2306,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,325,0.00026021233326394336
2307,"central memory CD4-positive, alpha-beta T cell",male,European,435,0.0003482841999071242
2308,"effector memory CD4-positive, alpha-beta T cell",male,European,48,3.8431359989751637e-05
2309,"central memory CD8-positive, alpha-beta T cell",male,European,28,2.2418293327355123e-05
2310,"effector memory CD8-positive, alpha-beta T cell",male,European,245,0.0001961600666143573
2311,"CD4-positive, alpha-beta cytotoxic T cell",male,European,33,2.642155999295425e-05
2312,"CD16-negative, CD56-bright natural killer cell, human",male,European,6,4.8039199987189546e-06
2313,mucosal invariant T cell,male,European,47,3.7630706656631815e-05
2314,plasmablast,male,European,7,5.604573331838781e-06
2315,conventional dendritic cell,male,European,4,3.202613332479303e-06
2316,CD14-positive monocyte,male,European,50,4.003266665599129e-05
2317,"CD14-low, CD16-positive monocyte",male,European,6,4.8039199987189546e-06
2318,double negative thymocyte,male,European,2,1.6013066662396515e-06
2319,hematopoietic precursor cell,male,European,1,8.006533331198258e-07
2320,erythrocyte,male,European,4,3.202613332479303e-06
2321,platelet,male,European,11,8.807186664318084e-06
2322,natural killer cell,male,European,328,0.00026261429326330285
