,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
148,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,253,0.3711908918851509
149,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,1096,1.6080048122771755
150,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"double-positive, alpha-beta thymocyte",CL:0000809,male,unknown,11,0.016138734429789168
151,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,9,0.013204419078918412
152,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,75,0.11003682565765344
153,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,1615,2.369459645828137
154,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,1695,2.4868322598629677
155,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,832,1.2206751859622353
156,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,504,0.739447468419431
157,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,61,0.08949661820155812
158,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,54,0.07922651447351046
159,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,509,0.746783256796608
