,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
14,83955,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",48,0.39515929859224497
15,83956,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",105,0.8644109656705359
16,83957,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",122,1.0043632172552894
17,83958,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0001054,CD14-positive monocyte,50,0.41162426936692187
18,83959,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1907,15.6993496336544
19,83960,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,72,0.5927389478883675
20,83961,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002144,capillary endothelial cell,3961,32.60887461924755
21,83962,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002319,neural cell,46,0.3786943278175681
22,83963,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",70,0.5762739771136907
23,83964,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002543,vein endothelial cell,172,1.4159874866222113
24,83965,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:1000413,endothelial cell of artery,1450,11.937103811640734
