,dataset_name,cell_type,sex,race,count,percentage
174,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,260,0.056772897492166435
175,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,164,0.03581059687967421
176,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,105,0.022927516294913367
177,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,625,0.13647331127924622
178,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,1017,0.22206937211358946
179,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,32,0.006987433537497406
180,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,10,0.00218357298046794
181,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,3432,0.7494022468965968
182,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,23,0.005022217855076261
183,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,211,0.04607338988787353
184,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,755,0.16485976002532945
185,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,1174,0.25635146790693614
186,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,28,0.006114004345310231
187,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,1863,0.40679964626117715
188,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,22,0.004803860557029467
189,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,368,0.08035548568122018
190,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,1240,0.27076304957802455
191,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,921,0.20110707150109725
192,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex endothelial cell,unknown,unknown,49,0.010699507604292904
193,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,56,0.012228008690620462
194,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,62,0.013538152478901225
195,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,79,0.01725022654569672
196,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,14,0.0030570021726551155
197,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,4,0.0008734291921871758
198,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,13,0.0028386448746083215
199,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,814,0.1777428406100903
200,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,23,0.005022217855076261
201,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,73,0.015940082757415958
202,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,2305,0.5033135719978601
203,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,82,0.017905298439837104
204,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,4223,0.922122869651611
205,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,2329,0.5085541471509832
206,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,665,0.14520760320111797
207,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,7706,1.6826613387485942
208,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,142,0.031006736322644744
209,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,143,0.031225093620691535
210,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,5,0.00109178649023397
211,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,88,0.019215442228117868
212,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,2200,0.4803860557029467
213,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,1018,0.22228772941163627
214,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,1465,0.31989344163855316
215,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,740,0.16158440055462756
216,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,27,0.0058956470472634375
217,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,167,0.036465668773814595
218,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,2184,0.476892338934198
219,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,72,0.015721725459369167
220,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,3804,0.8306311617700043
221,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,1070,0.23364230891006954
222,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,623,0.13603659668315263
223,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,4279,0.9343508783422314
224,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,85,0.018560370333977488
225,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,186,0.04061445743670368
226,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,2246,0.49043049141309925
227,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,2,0.0004367145960935879
228,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,555,0.12118830041597066
229,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,2214,0.4834430578756019
230,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,467,0.10197285818785279
231,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,1963,0.42863537606585655
232,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,641,0.13996702804799493
233,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,12,0.002620287576561528
234,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,186,0.04061445743670368
235,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,1157,0.2526393938401406
236,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,687,0.15001146375814745
237,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,3091,0.6749424082626402
238,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,2908,0.6349830227200769
239,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,766,0.1672616903038442
240,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,675,0.14739117618158593
241,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,26,0.005677289749216643
