"","cell_type","count","percentage"
"103","Inh L5 SST RPL35AP11",270,1.10087254342331
"104","Inh L5-6 LAMP5 CRABP1",411,1.67577264943325
"105","Inh L5-6 PVALB FAM150B",35,0.142705700073392
"106","Inh L5-6 PVALB GAPDHP60",35,0.142705700073392
"107","Inh L5-6 PVALB KCNIP2",27,0.110087254342331
"108","Inh L5-6 PVALB MEPE",58,0.236483731550192
"109","Inh L5-6 PVALB SST CRHR2",68,0.277256788714018
"110","Inh L5-6 PVALB ZFPM2-AS1",147,0.599363940308244
"111","Inh L5-6 SST BEAN1",24,0.0978553371931827
"112","Inh L5-6 SST C4orf26",35,0.142705700073392
"113","Inh L5-6 SST DNAJC14",9,0.0366957514474435
"114","Inh L5-6 SST FBN2",33,0.134551088640626
"115","Inh L5-6 SST ISX",113,0.460735545951235
"116","Inh L5-6 SST KLHL1",62,0.252792954415722
"117","Inh L5-6 SST PAWR",65,0.26502487156487
"118","Inh L5-6 SST PIK3CD",41,0.167169534371687
"119","Inh L5-6 VIP COL4A3",37,0.150860311506157
"120","Inh L6 SST TH",28,0.114164560058713
"121","Micro L1-6 TYROBP CD74",108,0.440349017369322
"122","Oligo L2-6 OPALIN FTH1P3",1504,6.13226779743945
"123","Oligo L2-6 OPALIN MAP6D1",65,0.26502487156487
"124","Oligo L3-6 OPALIN ENPP6",369,1.50452580934518
"125","Oligo L3-6 OPALIN LRP4-AS1",59,0.240561037266574
"126","Oligo L5-6 OPALIN LDLRAP1",3,0.0122319171491478
"127","OPC L1-6 PDGFRA COL20A1",283,1.15387751773628
"128","VLMC L1-5 PDGFRA COLEC12",40,0.163092228655305
