,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
19,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,prostate gland microvascular endothelial cell,CL:2000059,male,European,29-year-old human stage,113,0.41553283812605724
20,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,granulocyte,CL:0000094,male,European,31-year-old human stage,8,0.02941825402662352
21,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,secretory cell,CL:0000151,male,European,31-year-old human stage,352,1.2944031771714348
22,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,B cell,CL:0000236,male,European,31-year-old human stage,2,0.00735456350665588
23,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,vascular associated smooth muscle cell,CL:0000359,male,European,31-year-old human stage,66,0.24270059571964406
24,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,dendritic cell,CL:0000451,male,European,31-year-old human stage,14,0.051481944546591156
25,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,pericyte cell,CL:0000669,male,European,31-year-old human stage,124,0.4559829374126646
26,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"CD4-positive, alpha-beta thymocyte",CL:0000810,male,European,31-year-old human stage,14,0.051481944546591156
27,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,classical monocyte,CL:0000860,male,European,31-year-old human stage,2,0.00735456350665588
28,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,non-classical monocyte,CL:0000875,male,European,31-year-old human stage,5,0.0183864087666397
29,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"effector CD4-positive, alpha-beta T cell",CL:0001044,male,European,31-year-old human stage,1,0.00367728175332794
30,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,luminal cell of prostate epithelium,CL:0002340,male,European,31-year-old human stage,852,3.133044053835405
31,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,basal cell of prostate epithelium,CL:0002341,male,European,31-year-old human stage,3202,11.774656174156064
32,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CD141-positive myeloid dendritic cell,CL:0002394,male,European,31-year-old human stage,1,0.00367728175332794
33,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CD1c-positive myeloid dendritic cell,CL:0002399,male,European,31-year-old human stage,18,0.06619107155990292
34,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,epithelial cell of urethra,CL:1000296,male,European,31-year-old human stage,540,1.9857321467970874
35,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,fibroblast of connective tissue of nonglandular part of prostate,CL:1000304,male,European,31-year-old human stage,127,0.46701478267264834
36,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,fibroblast of connective tissue of glandular part of prostate,CL:1000305,male,European,31-year-old human stage,230,0.8457748032654262
37,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,smooth muscle cell of prostate,CL:1000487,male,European,31-year-old human stage,70,0.2574097227329558
38,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,prostate gland microvascular endothelial cell,CL:2000059,male,European,31-year-old human stage,490,1.8018680591306906
39,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,granulocyte,CL:0000094,male,European,29-year-old human stage,2,0.00735456350665588
40,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,secretory cell,CL:0000151,male,European,29-year-old human stage,221,0.8126792674854747
41,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,B cell,CL:0000236,male,European,29-year-old human stage,2,0.00735456350665588
42,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,vascular associated smooth muscle cell,CL:0000359,male,European,29-year-old human stage,30,0.11031845259983819
43,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,dendritic cell,CL:0000451,male,European,29-year-old human stage,25,0.0919320438331985
44,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,pericyte cell,CL:0000669,male,European,29-year-old human stage,45,0.16547767889975729
45,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,plasma cell,CL:0000786,male,European,29-year-old human stage,5,0.0183864087666397
46,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"CD4-positive, alpha-beta thymocyte",CL:0000810,male,European,29-year-old human stage,57,0.20960505993969256
47,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,mature NK T cell,CL:0000814,male,European,29-year-old human stage,1,0.00367728175332794
48,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,classical monocyte,CL:0000860,male,European,29-year-old human stage,10,0.0367728175332794
49,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,non-classical monocyte,CL:0000875,male,European,29-year-old human stage,10,0.0367728175332794
50,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"effector CD4-positive, alpha-beta T cell",CL:0001044,male,European,29-year-old human stage,9,0.03309553577995146
51,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"effector CD8-positive, alpha-beta T cell",CL:0001050,male,European,29-year-old human stage,1,0.00367728175332794
52,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,luminal cell of prostate epithelium,CL:0002340,male,European,29-year-old human stage,64,0.23534603221298817
53,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,basal cell of prostate epithelium,CL:0002341,male,European,29-year-old human stage,3944,14.503199235125393
54,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CD141-positive myeloid dendritic cell,CL:0002394,male,European,29-year-old human stage,1,0.00367728175332794
55,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CD1c-positive myeloid dendritic cell,CL:0002399,male,European,29-year-old human stage,29,0.10664117084651026
56,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,epithelial cell of urethra,CL:1000296,male,European,29-year-old human stage,3794,13.951606972126203
57,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,fibroblast of connective tissue of nonglandular part of prostate,CL:1000304,male,European,29-year-old human stage,22,0.08090019857321468
58,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,fibroblast of connective tissue of glandular part of prostate,CL:1000305,male,European,29-year-old human stage,79,0.29050525851290726
59,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,smooth muscle cell of prostate,CL:1000487,male,European,29-year-old human stage,27,0.09928660733985438
60,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,prostate gland microvascular endothelial cell,CL:2000059,male,European,29-year-old human stage,348,1.279694050158123
61,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,granulocyte,CL:0000094,male,European,31-year-old human stage,7,0.025740972273295578
62,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,secretory cell,CL:0000151,male,European,31-year-old human stage,890,3.2727807604618664
63,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,vascular associated smooth muscle cell,CL:0000359,male,European,31-year-old human stage,42,0.1544458336397735
64,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,dendritic cell,CL:0000451,male,European,31-year-old human stage,13,0.04780466279326322
65,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,pericyte cell,CL:0000669,male,European,31-year-old human stage,87,0.3199235125395308
66,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"CD4-positive, alpha-beta thymocyte",CL:0000810,male,European,31-year-old human stage,3,0.011031845259983821
67,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,mature NK T cell,CL:0000814,male,European,31-year-old human stage,1,0.00367728175332794
68,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,non-classical monocyte,CL:0000875,male,European,31-year-old human stage,1,0.00367728175332794
69,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,"effector CD4-positive, alpha-beta T cell",CL:0001044,male,European,31-year-old human stage,1,0.00367728175332794
70,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,luminal cell of prostate epithelium,CL:0002340,male,European,31-year-old human stage,253,0.9303522835919688
71,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,basal cell of prostate epithelium,CL:0002341,male,European,31-year-old human stage,891,3.2764580422151948
72,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CD141-positive myeloid dendritic cell,CL:0002394,male,European,31-year-old human stage,1,0.00367728175332794
73,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CD1c-positive myeloid dendritic cell,CL:0002399,male,European,31-year-old human stage,10,0.0367728175332794
74,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,epithelial cell of urethra,CL:1000296,male,European,31-year-old human stage,942,3.4639994116349193
75,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,fibroblast of connective tissue of nonglandular part of prostate,CL:1000304,male,European,31-year-old human stage,166,0.6104287710524381
76,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,fibroblast of connective tissue of glandular part of prostate,CL:1000305,male,European,31-year-old human stage,367,1.349562403471354
77,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,smooth muscle cell of prostate,CL:1000487,male,European,31-year-old human stage,107,0.39346914760608964
78,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,prostate gland microvascular endothelial cell,CL:2000059,male,European,31-year-old human stage,596,2.191659924983452
