,cell_type,sex,race,count,percentage
100,secretory cell,female,European,3816,3.1939469014697512
101,myofibroblast cell,female,European,1907,1.5961364625531487
102,smooth muscle cell,female,European,35,0.029294586360440588
103,macrophage,female,European,239,0.2000401754327229
104,B cell,female,European,1,0.000836988181726874
105,pericyte cell,female,European,25,0.02092470454317185
106,mature NK T cell,female,European,628,0.5256285781244768
107,endothelial cell of lymphatic vessel,female,European,213,0.17827848270782418
108,fibroblast,female,European,1495,1.2512973316816767
109,ciliated epithelial cell,female,European,343,0.2870869463323178
110,blood vessel endothelial cell,female,European,21,0.017576751816264356
111,mast cell,female,European,309,0.25862934815360406
112,secretory cell,female,European,1330,1.1131942816967424
113,myofibroblast cell,female,European,1744,1.4597073889316683
114,smooth muscle cell,female,European,15,0.01255482272590311
115,macrophage,female,European,569,0.47624627540259135
116,B cell,female,European,13,0.010880846362449362
117,pericyte cell,female,European,2,0.001673976363453748
118,mature NK T cell,female,European,1204,1.0077337707991563
119,endothelial cell of lymphatic vessel,female,European,1107,0.9265459171716496
120,fibroblast,female,European,166,0.1389400381666611
121,ciliated epithelial cell,female,European,43,0.035990491814255586
122,blood vessel endothelial cell,female,European,45,0.03766446817770933
123,mast cell,female,European,24,0.020087716361444977
124,secretory cell,female,European,422,0.35320901268874083
125,myofibroblast cell,female,European,449,0.3758076935953664
126,smooth muscle cell,female,European,12,0.010043858180722488
127,macrophage,female,European,58,0.048545314540158695
128,B cell,female,European,11,0.009206869998995613
129,pericyte cell,female,European,17,0.014228799089356859
130,mature NK T cell,female,European,510,0.42686397268070575
131,endothelial cell of lymphatic vessel,female,European,99,0.08286182999096053
132,fibroblast,female,European,1495,1.2512973316816767
133,ciliated epithelial cell,female,European,343,0.2870869463323178
134,blood vessel endothelial cell,female,European,21,0.017576751816264356
135,mast cell,female,European,309,0.25862934815360406
136,secretory cell,female,European,1330,1.1131942816967424
137,myofibroblast cell,female,European,1744,1.4597073889316683
138,smooth muscle cell,female,European,15,0.01255482272590311
139,macrophage,female,European,569,0.47624627540259135
140,B cell,female,European,13,0.010880846362449362
141,pericyte cell,female,European,2,0.001673976363453748
142,mature NK T cell,female,European,1204,1.0077337707991563
143,endothelial cell of lymphatic vessel,female,European,1107,0.9265459171716496
144,fibroblast,female,European,440,0.3682747999598246
145,ciliated epithelial cell,female,European,1452,1.2153068398674212
146,blood vessel endothelial cell,female,European,230,0.19250728179718102
147,mast cell,female,European,328,0.27453212360641466
148,secretory cell,female,European,3816,3.1939469014697512
149,myofibroblast cell,female,European,1907,1.5961364625531487
150,smooth muscle cell,female,European,35,0.029294586360440588
151,macrophage,female,European,239,0.2000401754327229
152,B cell,female,European,1,0.000836988181726874
153,pericyte cell,female,European,25,0.02092470454317185
154,mature NK T cell,female,European,628,0.5256285781244768
155,endothelial cell of lymphatic vessel,female,European,213,0.17827848270782418
156,fibroblast,female,European,166,0.1389400381666611
157,ciliated epithelial cell,female,European,43,0.035990491814255586
158,blood vessel endothelial cell,female,European,45,0.03766446817770933
159,mast cell,female,European,24,0.020087716361444977
160,secretory cell,female,European,422,0.35320901268874083
161,myofibroblast cell,female,European,449,0.3758076935953664
162,smooth muscle cell,female,European,12,0.010043858180722488
163,macrophage,female,European,58,0.048545314540158695
164,B cell,female,European,11,0.009206869998995613
165,pericyte cell,female,European,17,0.014228799089356859
166,mature NK T cell,female,European,510,0.42686397268070575
167,endothelial cell of lymphatic vessel,female,European,99,0.08286182999096053
168,fibroblast,female,European,480,0.40175432722889953
169,ciliated epithelial cell,female,European,85,0.07114399544678429
170,blood vessel endothelial cell,female,European,1612,1.349224948943721
171,mast cell,female,European,318,0.26616224178914594
172,secretory cell,female,European,2280,1.9083330543372727
173,myofibroblast cell,female,European,375,0.31387056814757774
174,smooth muscle cell,female,European,1574,1.3174193980380997
175,macrophage,female,European,250,0.2092470454317185
176,B cell,female,European,5,0.004184940908634371
177,pericyte cell,female,European,777,0.6503398172017811
178,mature NK T cell,female,European,223,0.1866483645250929
179,endothelial cell of lymphatic vessel,female,European,54,0.045197361813251194
180,fibroblast,female,European,1343,1.1240751280591919
181,ciliated epithelial cell,female,European,100,0.0836988181726874
182,blood vessel endothelial cell,female,European,193,0.16153871907328668
183,mast cell,female,European,354,0.2962938163313134
184,secretory cell,female,European,386,0.32307743814657336
185,myofibroblast cell,female,European,1784,1.4931869162007432
186,smooth muscle cell,female,European,203,0.16990860089055543
187,macrophage,female,European,473,0.3958954099568114
188,B cell,female,European,356,0.29796779269476714
189,pericyte cell,female,European,35,0.029294586360440588
190,mature NK T cell,female,European,1326,1.109846328969835
191,endothelial cell of lymphatic vessel,female,European,469,0.39254745722990386
192,fibroblast,female,European,244,0.20422511634135726
193,ciliated epithelial cell,female,European,32,0.026783621815259968
194,blood vessel endothelial cell,female,European,264,0.22096487997589473
195,mast cell,female,European,45,0.03766446817770933
196,secretory cell,female,European,1025,0.8579128862700458
197,myofibroblast cell,female,European,698,0.5842177508453581
198,smooth muscle cell,female,European,209,0.17493052998091668
199,macrophage,female,European,93,0.07783990090059928
200,B cell,female,European,28,0.023435669088352474
201,pericyte cell,female,European,155,0.12973316816766547
202,mature NK T cell,female,European,846,0.7080920017409355
203,endothelial cell of lymphatic vessel,female,European,61,0.051056279085339315
204,fibroblast,female,European,1343,1.1240751280591919
205,ciliated epithelial cell,female,European,100,0.0836988181726874
206,blood vessel endothelial cell,female,European,193,0.16153871907328668
207,mast cell,female,European,354,0.2962938163313134
208,secretory cell,female,European,386,0.32307743814657336
209,myofibroblast cell,female,European,1784,1.4931869162007432
210,smooth muscle cell,female,European,203,0.16990860089055543
211,macrophage,female,European,473,0.3958954099568114
212,B cell,female,European,356,0.29796779269476714
213,pericyte cell,female,European,35,0.029294586360440588
214,mature NK T cell,female,European,1326,1.109846328969835
215,endothelial cell of lymphatic vessel,female,European,469,0.39254745722990386
216,fibroblast,female,European,480,0.40175432722889953
217,ciliated epithelial cell,female,European,85,0.07114399544678429
218,blood vessel endothelial cell,female,European,1612,1.349224948943721
219,mast cell,female,European,318,0.26616224178914594
220,secretory cell,female,European,2280,1.9083330543372727
221,myofibroblast cell,female,European,375,0.31387056814757774
222,smooth muscle cell,female,European,1574,1.3174193980380997
223,macrophage,female,European,250,0.2092470454317185
224,B cell,female,European,5,0.004184940908634371
225,pericyte cell,female,European,777,0.6503398172017811
226,mature NK T cell,female,European,223,0.1866483645250929
227,endothelial cell of lymphatic vessel,female,European,54,0.045197361813251194
228,fibroblast,female,European,244,0.20422511634135726
229,ciliated epithelial cell,female,European,32,0.026783621815259968
230,blood vessel endothelial cell,female,European,264,0.22096487997589473
231,mast cell,female,European,45,0.03766446817770933
232,secretory cell,female,European,1025,0.8579128862700458
233,myofibroblast cell,female,European,698,0.5842177508453581
234,smooth muscle cell,female,European,209,0.17493052998091668
235,macrophage,female,European,93,0.07783990090059928
236,B cell,female,European,28,0.023435669088352474
237,pericyte cell,female,European,155,0.12973316816766547
238,mature NK T cell,female,European,846,0.7080920017409355
239,endothelial cell of lymphatic vessel,female,European,61,0.051056279085339315
